filename,algorithm,oo_nni,sp_ch_a,gs_bb_iar,nm_dm_imse,eb_rsdd,node_overlaps,area_size,avg_node_size
pa_1000_16,PFS,0.0,127.81240613441122,1.719579668855031,12921.801457195515,0.332136,0,1000000.0,1000.0
pa_1000_16,PFS',0.0,69.53305416946014,1.11143987574964,7246.780265308829,0.386563,0,1000000.0,1000.0
pa_1000_16,PRISM,0.0118728728728728,33.78773293717696,1.287989534788652,2947.742095793052,0.648994,0,1000000.0,1000.0
pa_1000_16,RWordle-L,0.2161631631631631,12.877386559166164,1.1234095451664798,19150.65772761437,1.22351,0,1000000.0,1000.0
pa_1000_16,SCALE,0.0,31103.637908399294,1.0623475653842076,1.7303283014228429e-19,0.0,0,1000000.0,1000.0
pa_1000_16,VPSC,0.0347057057057057,8.843488954388182,4.438356164383562,1918.0781959040305,1.019317,0,1000000.0,1000.0
pa_1000_17,GTREE,0.0226626626626626,64.89620251673253,1.1662495695098152,10330.787877303505,0.959272,0,1000000.0,1000.0
pa_1000_17,PFS,0.0,132.05228209995198,1.8304147465437788,16025.656377839909,0.459144,0,1000000.0,1000.0
pa_1000_17,PFS',0.0,76.89730888290592,1.1903490941228458,9153.670680000652,0.579868,0,1000000.0,1000.0
pa_1000_17,PRISM,0.0217977977977977,35.84117386537181,1.327360855757981,4291.511004633354,0.941473,0,1000000.0,1000.0
pa_1000_17,RWordle-L,0.2142102102102102,14.056336083557696,1.0860166964818128,19634.47794917482,1.336387,0,1000000.0,1000.0
pa_1000_17,SCALE,0.0,30539.40841035208,1.0680231721358664,1.6725505297293997e-19,0.0,0,1000000.0,1000.0
pa_1000_17,VPSC,0.0373123123123123,8.838826925336457,5.088383838383838,1515.2343666575457,1.868581,0,1000000.0,1000.0
pa_1000_18,GTREE,0.0299599599599599,63.67269464064299,1.0303362417535646,9053.207011626497,0.816971,0,1000000.0,1000.0
pa_1000_18,PFS,0.0,132.27543806864273,1.800797467834094,7099.922883025062,0.40208,0,1000000.0,1000.0
pa_1000_18,PFS',0.0,70.28202181861057,1.178921568627451,5570.584390201393,0.508722,0,1000000.0,1000.0
pa_1000_18,PRISM,0.0275035035035035,33.54265474340846,1.2627462248188233,2636.1291300925964,0.815189,0,1000000.0,1000.0
pa_1000_18,RWordle-L,0.2141001001001001,12.777250338421512,1.0819707607963835,19924.79985116864,2.468262,0,1000000.0,1000.0
pa_1000_18,SCALE,0.0,31195.35285743694,1.0662147589717683,1.7311747718872837e-19,0.0,0,1000000.0,1000.0
pa_1000_18,VPSC,0.0185645645645645,8.331581262793485,4.386824324324325,1433.1838503449055,1.202439,0,1000000.0,1000.0
pa_1000_19,GTREE,0.0498138138138138,70.12141501851997,1.1325694533350403,12650.872909612888,1.155161,0,1000000.0,1000.0
pa_1000_19,PFS,0.0,131.05506282169762,1.815827583269444,7043.113280040333,0.329944,0,1000000.0,1000.0
pa_1000_19,PFS',0.0,70.19498703066917,1.1465385788350106,6357.466322564592,0.384751,0,1000000.0,1000.0
pa_1000_19,PRISM,0.0106566566566566,34.2603745163534,1.3269645404186154,1873.0267643122168,0.645316,0,1000000.0,1000.0
pa_1000_19,RWordle-L,0.2158588588588588,13.552326927032643,1.0684931506849316,19841.927024066503,2.160015,0,1000000.0,1000.0
pa_1000_19,SCALE,0.0,30827.49858685177,1.068100610952865,1.6958206423728476e-19,0.0,0,1000000.0,1000.0
pa_1000_19,VPSC,0.0243433433433433,8.729771525239782,4.674657534246576,1703.355604432629,1.100316,0,1000000.0,1000.0
pa_1000_1,GTREE,0.0311551551551551,62.54463748323995,1.0426774879141936,5839.0849557472575,0.582696,0,1000000.0,1000.0
pa_1000_1,PFS,0.0,131.40783204837894,1.7028976482553917,5744.00047488603,0.228216,0,1000000.0,1000.0
pa_1000_1,PFS',0.0,71.71758931646119,1.0867719069958566,6231.168106439543,0.213421,0,1000000.0,1000.0
pa_1000_1,PRISM,0.0108218218218218,34.58391275355543,1.1458824078177112,1942.5178170874,0.390517,0,1000000.0,1000.0
pa_1000_1,RWordle-L,0.2161511511511511,13.485394074636089,1.125695453861962,19813.21808092345,1.191255,0,1000000.0,1000.0
pa_1000_1,SCALE,0.0,313.86490604367697,1.0597334004024146,0.0,0.0,0,1000000.0,1000.0
pa_1000_1,VPSC,0.0407007007007007,9.211933422212104,4.945422535211268,1724.5854962098545,0.775421,0,1000000.0,1000.0
pa_1000_20,GTREE,0.0314674674674674,71.97801608440223,1.0922158850866075,6404.787652805655,0.709239,0,1000000.0,1000.0
pa_1000_20,PFS,0.0,128.58612690732772,1.8073685023557584,7247.137909710303,0.325157,0,1000000.0,1000.0
pa_1000_20,PFS',0.0,71.1420266470918,1.1372178879078605,6745.093379011252,0.383187,0,1000000.0,1000.0
pa_1000_20,PRISM,0.0094244244244244,35.992387075515175,1.2593308331013249,2390.9576582901573,0.628151,0,1000000.0,1000.0
pa_1000_20,RWordle-L,0.2159849849849849,13.757087659695872,1.0713610115491836,19425.44440899875,1.203994,0,1000000.0,1000.0
pa_1000_20,SCALE,0.0,30763.371453709235,1.0690456955837269,1.6988851811062317e-19,0.0,0,1000000.0,1000.0
pa_1000_20,VPSC,0.028081081081081,8.637444046323457,4.456018518518518,1259.6604758207668,1.78732,0,1000000.0,1000.0
pa_1000_21,GTREE,0.0379169169169169,58.79462144163413,1.1441918556241892,13474.069834839753,0.525776,0,1000000.0,1000.0
pa_1000_21,PFS,0.0,120.4696301732739,1.7863383564912538,16339.025164853709,0.232138,0,1000000.0,1000.0
pa_1000_21,PFS',0.0,60.29411008021234,1.1448403128735294,9802.879084422968,0.185143,0,1000000.0,1000.0
pa_1000_21,PRISM,0.0103423423423423,28.44370211897397,1.2566118022517063,3955.7475581898543,0.38253,0,1000000.0,1000.0
pa_1000_21,RWordle-L,0.2092872872872873,10.92071557939808,1.080721747388414,18902.762280718773,1.250681,0,1000000.0,1000.0
pa_1000_21,SCALE,0.0,321.45596360091,1.0582586944242718,0.0,0.0,0,1000000.0,1000.0
pa_1000_21,VPSC,0.0306746746746746,7.403890342956353,4.140740740740741,4537.189391767064,0.935158,0,1000000.0,1000.0
pa_1000_22,GTREE,0.020077077077077,51.45366712587949,1.0426091104221322,10917.425853392697,0.455974,0,1000000.0,1000.0
pa_1000_22,PFS,0.0,117.93343247880816,1.8137170263788969,20183.01159628857,0.236264,0,1000000.0,1000.0
pa_1000_22,PFS',0.0,60.23563927088578,1.1602890695573622,11020.892830099709,0.199731,0,1000000.0,1000.0
pa_1000_22,PRISM,0.0114394394394394,27.86295817422943,1.2575458798128822,4005.6170707172314,0.408329,0,1000000.0,1000.0
pa_1000_22,RWordle-L,0.2126106106106106,10.730792534155174,1.0947085889570551,19160.750244814182,1.262681,0,1000000.0,1000.0
pa_1000_22,SCALE,0.0,322.49000232750046,1.0564141890829006,0.0,0.0,0,1000000.0,1000.0
pa_1000_22,VPSC,0.041004004004004,7.293525503383773,4.294478527607362,2542.367438144163,1.076586,0,1000000.0,1000.0
pa_1000_23,GTREE,0.0651441441441441,72.95698511580927,1.0708728681697532,18878.741674211175,0.838309,0,1000000.0,1000.0
pa_1000_23,PFS,0.0,132.17540770329737,1.843576858652236,5747.529926673481,0.225091,0,1000000.0,1000.0
pa_1000_23,PFS',0.0,70.83666929711367,1.198819320214669,4782.822174331577,0.2091,0,1000000.0,1000.0
pa_1000_23,PRISM,0.0103923923923923,33.640579042798244,1.3506138922805588,1677.8310552170626,0.381319,0,1000000.0,1000.0
pa_1000_23,RWordle-L,0.2145155155155155,12.99945421392931,1.0799412915851272,19860.20982891149,1.232627,0,1000000.0,1000.0
pa_1000_23,SCALE,0.0,314.7184222228035,1.0645935406459357,0.0,0.0,0,1000000.0,1000.0
pa_1000_23,VPSC,0.0237787787787787,8.447184506637731,4.363013698630137,1888.5891591656969,1.027387,0,1000000.0,1000.0
pa_1000_24,GTREE,0.0341051051051051,76.38196886712645,1.051989169367218,14567.262178719551,0.813044,0,1000000.0,1000.0
pa_1000_24,PFS,0.0,132.20513176514416,1.7552232192311954,20480.97394306168,0.462546,0,1000000.0,1000.0
pa_1000_24,PFS',0.0,77.38534807491418,1.1807339449541283,8672.817080116654,0.57536,0,1000000.0,1000.0
pa_1000_24,PRISM,0.0136356356356356,36.41029627795946,1.2822441503692938,4355.541934525382,0.935364,0,1000000.0,1000.0
pa_1000_24,RWordle-L,0.2124854854854855,13.869924067849851,1.0814141136144717,19911.656870482544,2.135807,0,1000000.0,1000.0
pa_1000_24,SCALE,0.0,30622.790645382396,1.069528142781336,1.6873758562376173e-19,0.0,0,1000000.0,1000.0
pa_1000_24,VPSC,0.0405445445445445,9.252076921678556,4.725524475524476,2977.4986103596066,1.062383,0,1000000.0,1000.0
pa_1000_25,GTREE,0.0273533533533533,59.91123852187342,1.1150387686890233,8034.933886554987,0.586959,0,1000000.0,1000.0
pa_1000_25,PFS,0.0,128.21394085643146,1.8083542188805344,11943.973372950242,0.228473,0,1000000.0,1000.0
pa_1000_25,PFS',0.0,67.51189550013157,1.0856328929814532,8144.566160376637,0.173054,0,1000000.0,1000.0
pa_1000_25,PRISM,0.0101541541541541,30.61737954706808,1.3154921201308356,2586.8273584238705,0.380923,0,1000000.0,1000.0
pa_1000_25,RWordle-L,0.2099169169169169,11.710369256693104,1.0803697006228652,18818.02932610793,1.234429,0,1000000.0,1000.0
pa_1000_25,SCALE,0.0,317.410486230437,1.0573575949367089,0.0,0.0,0,1000000.0,1000.0
pa_1000_25,VPSC,0.0324914914914914,7.748417661875472,4.509493670886076,3974.227688660769,0.947502,0,1000000.0,1000.0
pa_1000_26,GTREE,0.0282302302302302,53.677497852887086,1.048834110592938,9351.662104661737,1.030494,0,1000000.0,1000.0
pa_1000_26,PFS,0.0,127.17318308951658,1.792769360816698,19815.3236581239,0.513683,0,1000000.0,1000.0
pa_1000_26,PFS',0.0,64.26626012030246,1.1306479603571205,9436.218754243111,0.693219,0,1000000.0,1000.0
pa_1000_26,PRISM,0.0308368368368368,29.83195746893513,1.1898870360408822,4219.354964559385,1.115058,0,1000000.0,1000.0
pa_1000_26,RWordle-L,0.2069809809809809,11.079919881451366,1.088686567837722,18249.78171534305,1.245544,0,1000000.0,1000.0
pa_1000_26,SCALE,0.0,31867.95237886405,1.0620877161704405,1.770352858111875e-19,0.0,0,1000000.0,1000.0
pa_1000_26,VPSC,0.0413603603603603,7.6832679012387,4.902426160337553,2748.258941314805,1.1259,0,1000000.0,1000.0
pa_1000_27,GTREE,0.0395605605605605,63.55250124288394,1.0761667624337612,11670.788368301068,0.78187,0,1000000.0,1000.0
pa_1000_27,PFS,0.0,126.77306659853276,1.8346805059415323,9321.068003049397,0.334125,0,1000000.0,1000.0
pa_1000_27,PFS',0.0,66.3197219408443,1.1506761825591534,9399.687789151983,0.405443,0,1000000.0,1000.0
pa_1000_27,PRISM,0.0117747747747747,30.54738638040977,1.2135215538201891,3360.378064067798,0.677719,0,1000000.0,1000.0
pa_1000_27,RWordle-L,0.2047927927927928,11.602660745815689,1.079748895605673,18093.028562206346,1.294041,0,1000000.0,1000.0
pa_1000_27,SCALE,0.0,31323.118662776884,1.060947970646967,1.7493994467536216e-19,0.0,0,1000000.0,1000.0
pa_1000_27,VPSC,0.0384604604604604,7.981708767635264,4.108934543717153,2049.8151133932283,0.916189,0,1000000.0,1000.0
pa_1000_28,GTREE,0.028003003003003,62.70336593020233,1.0945327444441106,8555.131842273575,0.560376,0,1000000.0,1000.0
pa_1000_28,PFS,0.0,126.2704062554254,1.766025641025641,7228.109966100192,0.236601,0,1000000.0,1000.0
pa_1000_28,PFS',0.0,65.87146323734498,1.149979227253843,6579.379330400677,0.20992,0,1000000.0,1000.0
pa_1000_28,PRISM,0.011007007007007,29.94368662862405,1.2600753207382058,1638.0343742373072,0.410611,0,1000000.0,1000.0
pa_1000_28,RWordle-L,0.2065855855855856,11.678569713571582,1.1138288759874369,18372.549976939063,1.304699,0,1000000.0,1000.0
pa_1000_28,SCALE,0.0,319.89342806394313,1.058673469387755,0.0,0.0,0,1000000.0,1000.0
pa_1000_28,VPSC,0.026072072072072,7.9850268231076,4.158400809716599,1534.8495666988808,0.863371,0,1000000.0,1000.0
pa_1000_29,GTREE,0.0218648648648648,67.87259218213599,1.0424180817986128,3585.9712615222334,1.572588,0,1000000.0,1000.0
pa_1000_29,PFS,0.0,138.64054666661102,1.8022102413294123,4368.446680261443,0.458309,0,1000000.0,1000.0
pa_1000_29,PFS',0.0,78.99164814255488,1.172199327484641,3648.251693331516,0.58169,0,1000000.0,1000.0
pa_1000_29,PRISM,0.0285295295295295,38.61644812930114,1.3112767940354146,2751.273970220876,0.923029,0,1000000.0,1000.0
pa_1000_29,RWordle-L,0.2159699699699699,14.535984125885124,1.1084081372496946,20161.829351551223,2.148042,0,1000000.0,1000.0
pa_1000_29,SCALE,0.0,30787.026268887,1.06955853053235,1.6902156665421892e-19,0.0,0,1000000.0,1000.0
pa_1000_29,VPSC,0.0198638638638638,9.04953892656474,4.509950248756219,1430.614095908202,1.052444,0,1000000.0,1000.0
pa_1000_2,GTREE,0.0281221221221221,61.94898627408402,1.0631509608168157,6678.921356730853,0.694068,0,1000000.0,1000.0
pa_1000_2,PFS,0.0,124.38875530620116,1.7316392823996165,12284.674211927397,0.332825,0,1000000.0,1000.0
pa_1000_2,PFS',0.0,70.09777483304734,1.121601964569172,7687.918734288451,0.386663,0,1000000.0,1000.0
pa_1000_2,PRISM,0.0113073073073073,33.72970388055039,1.2735444766271793,2891.179471162954,0.645393,0,1000000.0,1000.0
pa_1000_2,RWordle-L,0.2154314314314314,12.855590331910864,1.0940920353130787,19351.908723028155,1.27706,0,1000000.0,1000.0
pa_1000_2,SCALE,0.0,31039.234989492325,1.0648381128144635,1.706076656264541e-19,0.0,0,1000000.0,1000.0
pa_1000_2,VPSC,0.0309539539539539,8.854846423957959,4.405265875064533,1703.0857861721995,0.936009,0,1000000.0,1000.0
pa_1000_30,GTREE,0.0307427427427427,68.06484338200892,1.017835483833705,5977.865418944655,0.536526,0,1000000.0,1000.0
pa_1000_30,PFS,0.0,133.04332712967613,1.7210373406603303,3928.9205477258647,0.223665,0,1000000.0,1000.0
pa_1000_30,PFS',0.0,74.98077378968794,1.0921555892328787,2299.0156912588627,0.173399,0,1000000.0,1000.0
pa_1000_30,PRISM,0.0119389389389389,37.64387447604652,1.287006438864852,1414.115684474045,0.384481,0,1000000.0,1000.0
pa_1000_30,RWordle-L,0.2146926926926927,14.757385066696092,1.0893849670147004,19842.82810120033,1.207636,0,1000000.0,1000.0
pa_1000_30,SCALE,0.0,308.8475968213642,1.067251950947603,0.0,0.0,0,1000000.0,1000.0
pa_1000_30,VPSC,0.0323253253253253,9.159132386215685,4.907773386034256,1876.261675880448,0.98266,0,1000000.0,1000.0
pa_1000_3,GTREE,0.0288958958958958,65.2900222481601,1.0401940401940402,6181.665274120912,0.562576,0,1000000.0,1000.0
pa_1000_3,PFS,0.0,130.86737024118293,1.7327593292783166,7362.988228499111,0.230153,0,1000000.0,1000.0
pa_1000_3,PFS',0.0,73.47191342296917,1.1553303183873826,7434.706464816109,0.209205,0,1000000.0,1000.0
pa_1000_3,PRISM,0.0087047047047047,35.23538290358416,1.315737961633825,1865.644225534836,0.389284,0,1000000.0,1000.0
pa_1000_3,RWordle-L,0.2167327327327327,13.582178304400848,1.0808646725016833,20362.27285242888,1.279625,0,1000000.0,1000.0
pa_1000_3,SCALE,0.0,311.2959484840354,1.0637273964612095,0.0,0.0,0,1000000.0,1000.0
pa_1000_3,VPSC,0.0292712712712712,9.045287790258032,4.229209979209979,3614.81210484134,0.954083,0,1000000.0,1000.0
pa_1000_4,GTREE,0.0286656656656656,63.87779716319516,1.077419387901523,10746.765785485246,0.497451,0,1000000.0,1000.0
pa_1000_4,PFS,0.0,129.2755316030493,1.8070816746952492,9970.23614894555,0.22626,0,1000000.0,1000.0
pa_1000_4,PFS',0.0,68.77535270296352,1.1299980146912845,8811.70038403921,0.178912,0,1000000.0,1000.0
pa_1000_4,PRISM,0.0104564564564564,33.358521764187195,1.3281035734451885,3058.1077729516533,0.39038,0,1000000.0,1000.0
pa_1000_4,RWordle-L,0.2111181181181181,12.866475790126982,1.090253971319589,19491.032307094552,1.192546,0,1000000.0,1000.0
pa_1000_4,SCALE,0.0,312.80540272743866,1.0615133755553454,0.0,0.0,0,1000000.0,1000.0
pa_1000_4,VPSC,0.040041041041041,8.669107732286085,5.107992678462477,4974.598719854746,0.960651,0,1000000.0,1000.0
pa_1000_5,GTREE,0.0299479479479479,77.62726680796179,1.0583011688702746,4827.36395210969,0.965007,0,1000000.0,1000.0
pa_1000_5,PFS,0.0,135.708422419432,1.7547839288236124,6097.163043041029,0.32795,0,1000000.0,1000.0
pa_1000_5,PFS',0.0,76.48204141081857,1.1379738770309016,3542.4695122034595,0.377793,0,1000000.0,1000.0
pa_1000_5,PRISM,0.0193303303303303,38.53100428636554,1.2573448160945748,1777.1724569948356,0.627943,0,1000000.0,1000.0
pa_1000_5,RWordle-L,0.2156046046046046,14.6266496597338,1.093027547120074,20145.770263899663,1.55887,0,1000000.0,1000.0
pa_1000_5,SCALE,0.0,30765.439475147763,1.0724762827855612,1.2852825002077567e-20,0.0,0,1000000.0,1000.0
pa_1000_5,VPSC,0.0487797797797797,9.162130135728216,4.506172839506172,2183.891585101533,1.222105,0,1000000.0,1000.0
pa_1000_6,GTREE,0.0363463463463463,63.36925579157544,1.1576304366329049,9024.321828737524,2.073702,0,1000000.0,1000.0
pa_1000_6,PFS,0.0,136.68732318960627,1.7741674707278274,9522.823049654458,0.39947,0,1000000.0,1000.0
pa_1000_6,PFS',0.0,71.64618428425302,1.0816274236255443,6205.993832521128,0.508395,0,1000000.0,1000.0
pa_1000_6,PRISM,0.0105315315315315,33.80258142597103,1.2841642228739003,1898.6115665015927,0.841687,0,1000000.0,1000.0
pa_1000_6,RWordle-L,0.2163803803803803,13.188357387304531,1.0939144431374976,20065.22573133996,2.197271,0,1000000.0,1000.0
pa_1000_6,SCALE,0.0,31120.277114444456,1.0685698971387734,1.7267768841809048e-19,0.0,0,1000000.0,1000.0
pa_1000_6,VPSC,0.0218828828828828,8.41207688321881,4.4094827586206895,1836.9038718614108,1.120815,0,1000000.0,1000.0
pa_1000_7,GTREE,0.0218608608608608,57.53773118229281,1.044136080751215,5653.736387170134,0.621769,0,1000000.0,1000.0
pa_1000_7,PFS,0.0,127.51326753162031,1.7186122448979593,10496.27608279263,0.33266,0,1000000.0,1000.0
pa_1000_7,PFS',0.0,70.84111996092243,1.077143482064742,6609.62232643619,0.383092,0,1000000.0,1000.0
pa_1000_7,PRISM,0.0115675675675675,32.6788078885328,1.212483745123537,3430.035587918816,0.655501,0,1000000.0,1000.0
pa_1000_7,RWordle-L,0.2138168168168168,12.739851228449352,1.1023166023166022,19529.877194565724,1.223678,0,1000000.0,1000.0
pa_1000_7,SCALE,0.0,31127.75136738073,1.0652622644057337,1.7311501549922522e-19,0.0,0,1000000.0,1000.0
pa_1000_7,VPSC,0.0282492492492492,8.642426549422627,4.594594594594595,2268.875957426273,1.154804,0,1000000.0,1000.0
pa_1000_8,GTREE,0.0247567567567567,70.63115083969768,1.0096629918579854,8146.8110525169695,0.956362,0,1000000.0,1000.0
pa_1000_8,PFS,0.0,132.61323231417356,1.8378387499578144,14589.583752096412,0.466659,0,1000000.0,1000.0
pa_1000_8,PFS',0.0,72.00823254164703,1.1691137896770292,7304.690100035586,0.599624,0,1000000.0,1000.0
pa_1000_8,PRISM,0.021031031031031,36.58495700618126,1.3166134670922631,3894.161684162352,0.931346,0,1000000.0,1000.0
pa_1000_8,RWordle-L,0.2166056056056056,14.15032568253392,1.096913611633701,19859.953958994472,2.056151,0,1000000.0,1000.0
pa_1000_8,SCALE,0.0,30559.00133648369,1.0689648786785324,1.697551600522674e-19,0.0,0,1000000.0,1000.0
pa_1000_8,VPSC,0.0249419419419419,8.522082633760128,4.175176056338028,1134.2678656985713,1.471311,0,1000000.0,1000.0
pa_1000_9,GTREE,0.0385575575575575,73.57935710012028,1.0665646518745218,9463.471362412583,0.75063,0,1000000.0,1000.0
pa_1000_9,PFS,0.0,131.60371721487692,1.821657306138536,4956.542012613213,0.32776,0,1000000.0,1000.0
pa_1000_9,PFS',0.0,72.74566853637963,1.1961148095601877,4345.683765618749,0.379607,0,1000000.0,1000.0
pa_1000_9,PRISM,0.011028028028028,36.806399302265625,1.2611764705882351,1937.5268281466235,0.635217,0,1000000.0,1000.0
pa_1000_9,RWordle-L,0.2153403403403403,14.148908269110466,1.0795454545454546,19766.971626112525,1.254852,0,1000000.0,1000.0
pa_1000_9,SCALE,0.0,30541.884875849973,1.0700835837716005,1.6942126363492677e-19,0.0,0,1000000.0,1000.0
pa_1000_9,VPSC,0.044022022022022,9.310418560790913,4.209134615384615,2156.148639524226,1.189421,0,1000000.0,1000.0
pa_100_10,GTREE,0.0391919191919191,6.759771655763018,1.0225402661064429,650.5361951091861,0.354673,0,1000000.0,1000.0
pa_100_10,PFS,0.0,17.632097895630597,1.769807109835804,2753.118558499079,0.388855,0,1000000.0,1000.0
pa_100_10,PFS',0.0,5.559168337919598,1.1504265828468792,217.04953704880356,0.300924,0,1000000.0,1000.0
pa_100_10,PRISM,0.0254545454545454,4.182711647525153,1.3376496616345652,194.78019733570983,0.396692,0,1000000.0,1000.0
pa_100_10,RWordle-L,0.1007070707070707,2.0392335045084997,1.086460847133228,540.5171579528253,0.634382,0,1000000.0,1000.0
pa_100_10,SCALE,0.0,76.4985933780567,1.0675187552097805,0.0,0.0,0,1000000.0,1000.0
pa_100_10,VPSC,0.034040404040404,2.4881097189144894,2.244471338981186,334.96336277957784,0.506001,0,1000000.0,1000.0
pa_100_11,GTREE,0.0272727272727272,6.239821876728729,1.0624223602484473,373.8835381278723,0.366425,0,1000000.0,1000.0
pa_100_11,PFS,0.0,19.77110072715893,1.6820489155514535,2799.744126978543,0.328055,0,1000000.0,1000.0
pa_100_11,PFS',0.0,5.607043405565871,1.143356643356643,270.87755562858007,0.267576,0,1000000.0,1000.0
pa_100_11,PRISM,0.0264646464646464,4.433448153303745,1.1525294788893117,307.621056774458,0.41554,0,1000000.0,1000.0
