filename,algorithm,GQS,oo_nni,sp_ch_a,gs_bb_iar,nm_dm_imse,eb_rsdd,node_overlaps,area_size,avg_node_size
pa_200_16,pfsp,0.6896,0.0,11.0045,1.1001,556.3783,0.2037,0,1000000.0,1000.0
pa_200_16,prism,0.6469,0.0164,8.5895,1.2557,308.3045,0.309,0,1000000.0,1000.0
pa_200_16,rwordle,0.6204,0.1373,3.715,1.1187,1884.9929,0.976,0,1000000.0,1000.0
pa_200_16,scale,0.7865,0.0,34.6519,1.0639,0.0,0.0,0,1000000.0,1000.0
pa_200_16,vpsc,0.4944,0.0382,3.8142,2.9349,836.1734,0.7355,0,1000000.0,1000.0
pa_200_17,gtree,0.6926,0.0277,12.1028,1.0122,1847.8475,0.316,0,1000000.0,1000.0
pa_200_17,pfs,0.5951,0.0,53.717,1.6706,5140.9793,0.2857,0,1000000.0,1000.0
pa_200_17,pfsp,0.7011,0.0,11.6095,1.0354,728.896,0.218,0,1000000.0,1000.0
pa_200_17,prism,0.6427,0.0186,8.6086,1.2457,719.7086,0.3505,0,1000000.0,1000.0
pa_200_17,rwordle,0.6183,0.1456,3.8214,1.1023,2149.8147,1.0644,0,1000000.0,1000.0
pa_200_17,scale,0.7846,0.0,77.085,1.0687,0.0,0.0,0,1000000.0,1000.0
pa_200_17,vpsc,0.5017,0.0238,4.4877,3.1244,476.8841,0.57,0,1000000.0,1000.0
pa_200_18,gtree,0.6825,0.0291,11.8565,1.043,628.3421,0.3367,0,1000000.0,1000.0
pa_200_18,pfs,0.585,0.0,51.0815,1.7865,4370.5278,0.2885,0,1000000.0,1000.0
pa_200_18,pfsp,0.6994,0.0,11.9366,1.0656,409.3634,0.1878,0,1000000.0,1000.0
pa_200_18,prism,0.6556,0.016,8.7201,1.205,179.9341,0.3068,0,1000000.0,1000.0
pa_200_18,rwordle,0.628,0.1341,3.7463,1.1111,1964.9371,0.8818,0,1000000.0,1000.0
pa_200_18,scale,0.786,0.0,34.8475,1.066,0.0,0.0,0,1000000.0,1000.0
pa_200_18,vpsc,0.5223,0.0246,3.8172,2.6789,489.752,0.5196,0,1000000.0,1000.0
pa_200_19,gtree,0.675,0.0272,11.885,1.077,1094.6243,0.3351,0,1000000.0,1000.0
pa_200_19,pfs,0.5692,0.0,46.305,1.9343,11254.649,0.3241,0,1000000.0,1000.0
pa_200_19,pfsp,0.6914,0.0,9.7855,1.0968,739.2422,0.2005,0,1000000.0,1000.0
pa_200_19,prism,0.6463,0.0209,7.9657,1.25,718.4794,0.3239,0,1000000.0,1000.0
pa_200_19,rwordle,0.627,0.1418,3.5896,1.1288,2027.4763,0.8594,0,1000000.0,1000.0
pa_200_19,scale,0.7855,0.0,77.085,1.0649,0.0,0.0,0,1000000.0,1000.0
pa_200_19,vpsc,0.5125,0.0235,3.9276,2.6756,668.2569,0.6122,0,1000000.0,1000.0
pa_200_1,gtree,0.6729,0.026,11.9624,1.0764,633.0131,0.3512,0,1000000.0,1000.0
pa_200_1,pfs,0.5954,0.0,52.0249,1.675,4077.3874,0.281,0,1000000.0,1000.0
pa_200_1,pfsp,0.6845,0.0,12.1383,1.1091,476.541,0.2206,0,1000000.0,1000.0
pa_200_1,prism,0.6578,0.0232,8.3411,1.1592,570.8669,0.3522,0,1000000.0,1000.0
pa_200_1,rwordle,0.6266,0.1355,3.4206,1.0961,1798.4251,0.9678,0,1000000.0,1000.0
pa_200_1,scale,0.7843,0.0,77.6475,1.0703,0.0,0.0,0,1000000.0,1000.0
pa_200_1,vpsc,0.4995,0.0243,4.2313,3.2434,410.4862,0.5701,0,1000000.0,1000.0
pa_200_20,gtree,0.6783,0.0218,13.4862,1.051,374.0783,0.3478,0,1000000.0,1000.0
pa_200_20,pfs,0.593,0.0,59.6821,1.7116,3716.934,0.2754,0,1000000.0,1000.0
pa_200_20,pfsp,0.6849,0.0,12.2295,1.1121,375.1605,0.2148,0,1000000.0,1000.0
pa_200_20,prism,0.632,0.018,9.1906,1.3388,223.8719,0.325,0,1000000.0,1000.0
pa_200_20,rwordle,0.6266,0.1383,4.123,1.1355,1845.3538,0.82,0,1000000.0,1000.0
pa_200_20,scale,0.784,0.0,75.8052,1.0716,0.0,0.0,0,1000000.0,1000.0
pa_200_20,vpsc,0.5245,0.0317,4.127,2.5686,564.7356,0.5305,0,1000000.0,1000.0
pa_200_21,gtree,0.6867,0.0339,11.4857,1.0347,987.54,0.3231,0,1000000.0,1000.0
pa_200_21,pfs,0.601,0.0,49.4173,1.6396,5911.3144,0.2663,0,1000000.0,1000.0
pa_200_21,pfsp,0.7195,0.0,9.1882,1.0058,285.9398,0.1612,0,1000000.0,1000.0
pa_200_21,prism,0.6491,0.0174,7.7245,1.2539,228.0987,0.3015,0,1000000.0,1000.0
pa_200_21,rwordle,0.6216,0.1346,3.4282,1.1265,1765.8847,0.9483,0,1000000.0,1000.0
pa_200_21,scale,0.7881,0.0,35.2012,1.0564,0.0,0.0,0,1000000.0,1000.0
pa_200_21,vpsc,0.5156,0.0355,3.6054,2.7013,441.8632,0.5895,0,1000000.0,1000.0
pa_200_22,gtree,0.6672,0.0226,11.2682,1.1066,906.7874,0.3468,0,1000000.0,1000.0
pa_200_22,pfs,0.5994,0.0,44.0161,1.6284,8525.4784,0.284,0,1000000.0,1000.0
pa_200_22,pfsp,0.7004,0.0,9.0698,1.0602,765.8448,0.1965,0,1000000.0,1000.0
pa_200_22,prism,0.6639,0.0173,7.1822,1.1577,615.242,0.3158,0,1000000.0,1000.0
pa_200_22,rwordle,0.6254,0.1329,3.2096,1.145,1727.7741,0.855,0,1000000.0,1000.0
pa_200_22,scale,0.7876,0.0,35.1685,1.0589,0.0,0.0,0,1000000.0,1000.0
pa_200_22,vpsc,0.5344,0.0201,3.8308,2.4293,425.828,0.4946,0,1000000.0,1000.0
pa_200_23,gtree,0.6905,0.0358,12.3812,1.0055,822.0129,0.3444,0,1000000.0,1000.0
pa_200_23,pfs,0.5762,0.0,53.7583,1.8441,8977.6533,0.3184,0,1000000.0,1000.0
pa_200_23,pfsp,0.6762,0.0,11.6139,1.1473,507.6854,0.2262,0,1000000.0,1000.0
pa_200_23,prism,0.6427,0.0148,8.2238,1.2465,226.8285,0.3508,0,1000000.0,1000.0
pa_200_23,rwordle,0.6113,0.1359,3.5859,1.1335,1766.5775,1.0853,0,1000000.0,1000.0
pa_200_23,scale,0.7856,0.0,77.0582,1.0643,0.0,0.0,0,1000000.0,1000.0
pa_200_23,vpsc,0.5065,0.0279,3.5758,2.8931,345.6506,0.6178,0,1000000.0,1000.0
pa_200_24,gtree,0.6779,0.03,12.3168,1.0462,1277.3743,0.3641,0,1000000.0,1000.0
pa_200_24,pfs,0.5854,0.0,50.0105,1.7391,6026.8339,0.3116,0,1000000.0,1000.0
pa_200_24,pfsp,0.688,0.0,11.7257,1.0909,671.8739,0.2229,0,1000000.0,1000.0
pa_200_24,prism,0.6369,0.0151,8.6306,1.315,351.0291,0.3156,0,1000000.0,1000.0
pa_200_24,rwordle,0.6312,0.1376,3.8231,1.088,1871.2458,0.9033,0,1000000.0,1000.0
pa_200_24,scale,0.7844,0.0,76.2189,1.0696,0.0,0.0,0,1000000.0,1000.0
pa_200_24,vpsc,0.5092,0.0279,4.3003,2.72,661.9705,0.6222,0,1000000.0,1000.0
pa_200_25,gtree,0.6875,0.0293,10.3306,1.0358,1060.7326,0.3176,0,1000000.0,1000.0
pa_200_25,pfs,0.588,0.0,44.6792,1.738,8223.2101,0.2957,0,1000000.0,1000.0
pa_200_25,pfsp,0.6858,0.0,9.5569,1.1204,700.3504,0.2059,0,1000000.0,1000.0
pa_200_25,prism,0.6393,0.0221,6.8981,1.2916,639.4411,0.3351,0,1000000.0,1000.0
pa_200_25,rwordle,0.6407,0.1231,3.0514,1.0527,1622.02,0.914,0,1000000.0,1000.0
pa_200_25,scale,0.7877,0.0,35.5133,1.0581,0.0,0.0,0,1000000.0,1000.0
pa_200_25,vpsc,0.5302,0.0265,3.2714,2.453,869.639,0.5469,0,1000000.0,1000.0
pa_200_26,gtree,0.6688,0.0197,9.9799,1.0875,787.4306,0.3674,0,1000000.0,1000.0
pa_200_26,pfs,0.575,0.0,41.7961,1.8688,9260.7817,0.3159,0,1000000.0,1000.0
pa_200_26,pfsp,0.6655,0.0,9.7015,1.1952,879.5176,0.2435,0,1000000.0,1000.0
pa_200_26,prism,0.6316,0.0243,7.4233,1.3083,455.8266,0.3706,0,1000000.0,1000.0
pa_200_26,rwordle,0.6299,0.1329,3.0011,1.0938,1755.1584,0.9541,0,1000000.0,1000.0
pa_200_26,scale,0.7877,0.0,35.4682,1.0581,0.0,0.0,0,1000000.0,1000.0
pa_200_26,vpsc,0.5327,0.0285,3.4136,2.2615,673.7896,0.6028,0,1000000.0,1000.0
pa_200_27,gtree,0.6809,0.0268,10.283,1.0385,784.3436,0.3597,0,1000000.0,1000.0
pa_200_27,pfs,0.5858,0.0,47.4032,1.7589,8271.1937,0.298,0,1000000.0,1000.0
pa_200_27,pfsp,0.6804,0.0,10.6106,1.1091,591.7846,0.249,0,1000000.0,1000.0
pa_200_27,prism,0.6404,0.0186,7.5818,1.2527,281.8958,0.3652,0,1000000.0,1000.0
pa_200_27,rwordle,0.6376,0.1301,3.306,1.0833,1674.8598,0.8507,0,1000000.0,1000.0
pa_200_27,scale,0.7852,0.0,78.1167,1.066,0.0,0.0,0,1000000.0,1000.0
pa_200_27,vpsc,0.5344,0.024,3.426,2.4676,338.7913,0.4965,0,1000000.0,1000.0
pa_200_28,gtree,0.675,0.0292,10.6767,1.0738,1016.7007,0.3447,0,1000000.0,1000.0
pa_200_28,pfs,0.5855,0.0,44.0434,1.766,3921.8386,0.2972,0,1000000.0,1000.0
pa_200_28,pfsp,0.6842,0.0,9.7497,1.1263,489.2555,0.2082,0,1000000.0,1000.0
pa_200_28,prism,0.6388,0.0162,7.4434,1.2854,260.0582,0.3399,0,1000000.0,1000.0
pa_200_28,rwordle,0.64,0.1229,3.1586,1.0757,1483.4647,0.8441,0,1000000.0,1000.0
pa_200_28,scale,0.7858,0.0,78.7925,1.0631,0.0,0.0,0,1000000.0,1000.0
pa_200_28,vpsc,0.5332,0.0287,2.9626,2.3578,398.9674,0.5759,0,1000000.0,1000.0
pa_200_29,gtree,0.6523,0.0476,13.0458,1.1282,1794.5768,0.4337,0,1000000.0,1000.0
pa_200_29,pfs,0.5849,0.0,47.6446,1.734,7395.5556,0.3188,0,1000000.0,1000.0
pa_200_29,pfsp,0.6967,0.0,12.0258,1.0733,589.1798,0.1935,0,1000000.0,1000.0
pa_200_29,prism,0.6572,0.0234,8.5647,1.1565,462.8018,0.3599,0,1000000.0,1000.0
pa_200_29,rwordle,0.617,0.1401,3.556,1.1261,1868.7649,1.0189,0,1000000.0,1000.0
pa_200_29,scale,0.7878,0.0,34.693,1.0579,0.0,0.0,0,1000000.0,1000.0
pa_200_29,vpsc,0.513,0.0351,4.2118,2.6103,469.5207,0.6288,0,1000000.0,1000.0
pa_200_2,gtree,0.6774,0.0184,11.2195,1.0711,482.3835,0.3269,0,1000000.0,1000.0
pa_200_2,pfs,0.5894,0.0,52.3782,1.7228,9535.3657,0.2933,0,1000000.0,1000.0
pa_200_2,pfsp,0.7,0.0,9.898,1.0432,391.4409,0.2189,0,1000000.0,1000.0
pa_200_2,prism,0.6685,0.014,7.6725,1.1247,255.92,0.3247,0,1000000.0,1000.0
pa_200_2,rwordle,0.6051,0.1416,3.558,1.1251,1919.3883,1.2386,0,1000000.0,1000.0
pa_200_2,scale,0.7849,0.0,77.4225,1.0674,0.0,0.0,0,1000000.0,1000.0
pa_200_2,vpsc,0.5247,0.0312,3.5931,2.4322,379.4338,0.6002,0,1000000.0,1000.0
pa_200_30,gtree,0.684,0.0316,13.394,1.0356,623.5557,0.3359,0,1000000.0,1000.0
pa_200_30,pfs,0.5876,0.0,58.381,1.7907,2038.2303,0.2689,0,1000000.0,1000.0
pa_200_30,pfsp,0.6842,0.0,11.9744,1.1171,344.5634,0.2132,0,1000000.0,1000.0
pa_200_30,prism,0.6485,0.0177,8.9095,1.2207,193.579,0.3374,0,1000000.0,1000.0
pa_200_30,rwordle,0.6242,0.1425,3.972,1.1189,1913.801,0.9095,0,1000000.0,1000.0
pa_200_30,scale,0.7842,0.0,76.3069,1.0709,0.0,0.0,0,1000000.0,1000.0
pa_200_30,vpsc,0.5099,0.0298,4.3421,2.7137,920.2357,0.6161,0,1000000.0,1000.0
pa_200_3,gtree,0.6788,0.0239,13.3044,1.0243,797.5168,0.3916,0,1000000.0,1000.0
pa_200_3,pfs,0.5929,0.0,52.963,1.7054,3877.7767,0.2798,0,1000000.0,1000.0
pa_200_3,pfsp,0.6965,0.0,12.0954,1.0743,465.9818,0.1935,0,1000000.0,1000.0
pa_200_3,prism,0.6345,0.0237,8.2984,1.3017,340.5297,0.3513,0,1000000.0,1000.0
pa_200_3,rwordle,0.6155,0.1399,3.5719,1.1293,1917.0797,1.0316,0,1000000.0,1000.0
pa_200_3,scale,0.7867,0.0,34.9771,1.0628,0.0,0.0,0,1000000.0,1000.0
pa_200_3,vpsc,0.5101,0.0232,3.6665,2.9885,353.5408,0.5482,0,1000000.0,1000.0
pa_200_4,gtree,0.6917,0.0209,12.2219,1.0131,442.9028,0.3185,0,1000000.0,1000.0
pa_200_4,pfs,0.5792,0.0,51.5374,1.7907,5373.9394,0.3257,0,1000000.0,1000.0
pa_200_4,pfsp,0.6958,0.0,11.889,1.0708,269.7682,0.2024,0,1000000.0,1000.0
pa_200_4,prism,0.6448,0.0211,8.4755,1.2344,292.3528,0.3508,0,1000000.0,1000.0
pa_200_4,rwordle,0.6172,0.1337,3.7289,1.1196,1737.537,1.0203,0,1000000.0,1000.0
pa_200_4,scale,0.785,0.0,77.0213,1.0668,0.0,0.0,0,1000000.0,1000.0
pa_200_4,vpsc,0.5159,0.0299,3.9622,2.685,422.109,0.5773,0,1000000.0,1000.0
pa_200_5,gtree,0.6868,0.0292,13.5723,1.0078,823.8327,0.3626,0,1000000.0,1000.0
pa_200_5,pfs,0.59,0.0,53.6018,1.7371,3029.2915,0.2815,0,1000000.0,1000.0
pa_200_5,pfsp,0.6862,0.0,11.9817,1.1228,191.5051,0.1959,0,1000000.0,1000.0
pa_200_5,prism,0.6368,0.0193,8.8665,1.294,335.1544,0.338,0,1000000.0,1000.0
pa_200_5,rwordle,0.6162,0.1411,3.9482,1.1698,1942.493,0.8844,0,1000000.0,1000.0
pa_200_5,scale,0.7855,0.0,76.6137,1.0648,0.0,0.0,0,1000000.0,1000.0
pa_200_5,vpsc,0.5039,0.0261,4.4638,2.9636,582.356,0.5929,0,1000000.0,1000.0
pa_200_6,gtree,0.6888,0.0232,11.0228,1.0206,807.9733,0.3293,0,1000000.0,1000.0
pa_200_6,pfs,0.578,0.0,46.6375,1.8337,5265.3784,0.312,0,1000000.0,1000.0
pa_200_6,pfsp,0.6943,0.0,10.3484,1.0873,565.1668,0.1936,0,1000000.0,1000.0
pa_200_6,prism,0.6511,0.0152,7.8743,1.2485,381.3997,0.2917,0,1000000.0,1000.0
pa_200_6,rwordle,0.6327,0.1343,3.6771,1.1179,1893.1064,0.8033,0,1000000.0,1000.0
pa_200_6,scale,0.787,0.0,34.709,1.0614,0.0,0.0,0,1000000.0,1000.0
pa_200_6,vpsc,0.5081,0.0248,4.3097,2.7734,572.8709,0.6128,0,1000000.0,1000.0
pa_200_7,gtree,0.6626,0.0267,12.2536,1.1249,979.088,0.3527,0,1000000.0,1000.0
pa_200_7,pfs,0.5872,0.0,52.3636,1.717,8436.4198,0.3118,0,1000000.0,1000.0
pa_200_7,pfsp,0.6955,0.0,11.4067,1.0638,660.7652,0.2134,0,1000000.0,1000.0
pa_200_7,prism,0.6462,0.0158,8.0013,1.2324,349.2362,0.3433,0,1000000.0,1000.0
pa_200_7,rwordle,0.6208,0.1337,3.4979,1.1374,2002.2733,0.9241,0,1000000.0,1000.0
pa_200_7,scale,0.7853,0.0,77.5712,1.0656,0.0,0.0,0,1000000.0,1000.0
pa_200_7,vpsc,0.5289,0.0399,3.4892,2.4691,692.8084,0.5512,0,1000000.0,1000.0
pa_200_8,gtree,0.6834,0.0247,14.2868,1.01,806.8353,0.3812,0,1000000.0,1000.0
pa_200_8,pfs,0.5778,0.0,55.0906,1.855,4300.4075,0.3014,0,1000000.0,1000.0
pa_200_8,pfsp,0.6798,0.0,12.8863,1.1213,565.7731,0.2324,0,1000000.0,1000.0
pa_200_8,prism,0.6227,0.0197,8.9851,1.3768,280.4974,0.3562,0,1000000.0,1000.0
pa_200_8,rwordle,0.6297,0.1418,3.8115,1.0934,1914.3227,0.9121,0,1000000.0,1000.0
pa_200_8,scale,0.7841,0.0,76.5791,1.0713,0.0,0.0,0,1000000.0,1000.0
pa_200_8,vpsc,0.5227,0.0358,3.9401,2.5215,561.5532,0.5734,0,1000000.0,1000.0
pa_200_9,gtree,0.6778,0.0223,12.509,1.0723,771.4374,0.3197,0,1000000.0,1000.0
pa_200_9,pfs,0.5835,0.0,52.6325,1.7636,7851.9142,0.3109,0,1000000.0,1000.0
pa_200_9,pfsp,0.6835,0.0,11.6993,1.1314,702.1548,0.2011,0,1000000.0,1000.0
pa_200_9,prism,0.6472,0.0197,8.3554,1.2269,1091.8426,0.3417,0,1000000.0,1000.0
pa_200_9,rwordle,0.6276,0.1367,3.5852,1.0734,2084.2494,1.019,0,1000000.0,1000.0
pa_200_9,scale,0.7863,0.0,34.6394,1.0646,0.0,0.0,0,1000000.0,1000.0
pa_200_9,vpsc,0.4938,0.0404,4.1029,3.1899,1003.038,0.654,0,1000000.0,1000.0
pa_20_10,gtree,0.719,0.0053,1.9121,1.0464,52.4098,0.2333,0,1000000.0,1000.0
pa_20_10,pfs,0.7089,0.0,1.6669,1.0942,37.5525,0.2555,0,1000000.0,1000.0
pa_20_10,pfsp,0.7339,0.0,1.277,1.0422,25.5832,0.2318,0,1000000.0,1000.0
pa_20_10,prism,0.6979,0.0105,1.6666,1.1408,52.629,0.2677,0,1000000.0,1000.0
pa_20_10,rwordle,0.7417,0.0447,1.0278,1.0177,22.6703,0.2954,0,1000000.0,1000.0
pa_20_10,scale,0.8079,0.0,2.7252,1.0436,0.0,0.0,0,1000000.0,1000.0
pa_20_10,vpsc,0.7406,0.0184,1.096,1.0052,30.7248,0.2906,0,1000000.0,1000.0
pa_20_11,gtree,0.7179,0.05,2.119,1.0598,63.4409,0.2193,0,1000000.0,1000.0
pa_20_11,pfs,0.6544,0.0,2.1491,1.296,155.1558,0.3305,0,1000000.0,1000.0
pa_20_11,pfsp,0.732,0.0,1.5684,1.0309,25.7812,0.2151,0,1000000.0,1000.0
pa_20_11,prism,0.7039,0.0342,1.7321,1.1324,33.73,0.2436,0,1000000.0,1000.0
pa_20_11,rwordle,0.7382,0.0447,1.032,1.0319,40.8633,0.289,0,1000000.0,1000.0
pa_20_11,scale,0.7988,0.0,3.9311,1.0591,0.0,0.0,0,1000000.0,1000.0
pa_20_11,vpsc,0.7412,0.0237,1.0685,1.0747,17.0108,0.2031,0,1000000.0,1000.0
pa_20_12,gtree,0.6799,0.0263,1.7631,1.1849,142.0564,0.3237,0,1000000.0,1000.0
pa_20_12,pfs,0.6854,0.0,1.6047,1.2123,19.195,0.2786,0,1000000.0,1000.0
pa_20_12,pfsp,0.6779,0.0,1.2827,1.2577,31.5967,0.3259,0,1000000.0,1000.0
pa_20_12,prism,0.6992,0.0368,1.5015,1.1061,81.6885,0.3341,0,1000000.0,1000.0
pa_20_12,rwordle,0.739,0.0395,1.0653,1.0176,39.4569,0.2946,0,1000000.0,1000.0
pa_20_12,scale,0.7895,0.0,8.3204,1.0709,0.0,0.0,0,1000000.0,1000.0
pa_20_12,vpsc,0.7466,0.0079,1.0382,1.0412,13.2823,0.2232,0,1000000.0,1000.0
pa_20_13,gtree,0.719,0.0053,1.9121,1.0464,52.4098,0.2333,0,1000000.0,1000.0
pa_20_13,pfs,0.7089,0.0,1.6669,1.0942,37.5525,0.2555,0,1000000.0,1000.0
pa_20_13,pfsp,0.7339,0.0,1.277,1.0422,25.5832,0.2318,0,1000000.0,1000.0
pa_20_13,prism,0.6979,0.0105,1.6666,1.1408,52.629,0.2677,0,1000000.0,1000.0
pa_20_13,rwordle,0.7417,0.0447,1.0278,1.0177,22.6703,0.2954,0,1000000.0,1000.0
pa_20_13,scale,0.8079,0.0,2.7252,1.0436,0.0,0.0,0,1000000.0,1000.0
pa_20_13,vpsc,0.7406,0.0184,1.096,1.0052,30.7248,0.2906,0,1000000.0,1000.0
pa_20_14,gtree,0.719,0.0053,1.9121,1.0464,52.4098,0.2333,0,1000000.0,1000.0
pa_20_14,pfs,0.7089,0.0,1.6669,1.0942,37.5525,0.2555,0,1000000.0,1000.0
pa_20_14,pfsp,0.7339,0.0,1.277,1.0422,25.5832,0.2318,0,1000000.0,1000.0
pa_20_14,prism,0.6979,0.0105,1.6666,1.1408,52.629,0.2677,0,1000000.0,1000.0
pa_20_14,rwordle,0.7417,0.0447,1.0278,1.0177,22.6703,0.2954,0,1000000.0,1000.0
pa_20_14,scale,0.8079,0.0,2.7252,1.0436,0.0,0.0,0,1000000.0,1000.0
pa_20_14,vpsc,0.7406,0.0184,1.096,1.0052,30.7248,0.2906,0,1000000.0,1000.0
pa_20_15,gtree,0.6799,0.0263,1.7631,1.1849,142.0564,0.3237,0,1000000.0,1000.0
pa_20_15,pfs,0.6854,0.0,1.6047,1.2123,19.195,0.2786,0,1000000.0,1000.0
pa_20_15,pfsp,0.6779,0.0,1.2827,1.2577,31.5967,0.3259,0,1000000.0,1000.0
pa_20_15,prism,0.6992,0.0368,1.5015,1.1061,81.6885,0.3341,0,1000000.0,1000.0
pa_20_15,rwordle,0.739,0.0395,1.0653,1.0176,39.4569,0.2946,0,1000000.0,1000.0
pa_20_15,scale,0.7895,0.0,8.3204,1.0709,0.0,0.0,0,1000000.0,1000.0
pa_20_15,vpsc,0.7466,0.0079,1.0382,1.0412,13.2823,0.2232,0,1000000.0,1000.0
pa_20_16,gtree,0.719,0.0053,1.9121,1.0464,52.4098,0.2333,0,1000000.0,1000.0
pa_20_16,pfs,0.7089,0.0,1.6669,1.0942,37.5525,0.2555,0,1000000.0,1000.0
pa_20_16,pfsp,0.7339,0.0,1.277,1.0422,25.5832,0.2318,0,1000000.0,1000.0
pa_20_16,prism,0.6979,0.0105,1.6666,1.1408,52.629,0.2677,0,1000000.0,1000.0
pa_20_16,rwordle,0.7417,0.0447,1.0278,1.0177,22.6703,0.2954,0,1000000.0,1000.0
pa_20_16,scale,0.8079,0.0,2.7252,1.0436,0.0,0.0,0,1000000.0,1000.0
pa_20_16,vpsc,0.7406,0.0184,1.096,1.0052,30.7248,0.2906,0,1000000.0,1000.0
pa_20_17,gtree,0.7179,0.05,2.119,1.0598,63.4409,0.2193,0,1000000.0,1000.0
pa_20_17,pfs,0.6544,0.0,2.1491,1.296,155.1558,0.3305,0,1000000.0,1000.0
pa_20_17,pfsp,0.732,0.0,1.5684,1.0309,25.7812,0.2151,0,1000000.0,1000.0
pa_20_17,prism,0.7039,0.0342,1.7321,1.1324,33.73,0.2436,0,1000000.0,1000.0
pa_20_17,rwordle,0.7382,0.0447,1.032,1.0319,40.8633,0.289,0,1000000.0,1000.0
pa_20_17,scale,0.7988,0.0,3.9311,1.0591,0.0,0.0,0,1000000.0,1000.0
pa_20_17,vpsc,0.7412,0.0237,1.0685,1.0747,17.0108,0.2031,0,1000000.0,1000.0
pa_20_18,gtree,0.719,0.0053,1.9121,1.0464,52.4098,0.2333,0,1000000.0,1000.0
pa_20_18,pfs,0.7089,0.0,1.6669,1.0942,37.5525,0.2555,0,1000000.0,1000.0
pa_20_18,pfsp,0.7339,0.0,1.277,1.0422,25.5832,0.2318,0,1000000.0,1000.0
pa_20_18,prism,0.6979,0.0105,1.6666,1.1408,52.629,0.2677,0,1000000.0,1000.0
pa_20_18,rwordle,0.7417,0.0447,1.0278,1.0177,22.6703,0.2954,0,1000000.0,1000.0
pa_20_18,scale,0.8079,0.0,2.7252,1.0436,0.0,0.0,0,1000000.0,1000.0
pa_20_18,vpsc,0.7406,0.0184,1.096,1.0052,30.7248,0.2906,0,1000000.0,1000.0
pa_20_19,gtree,0.7179,0.05,2.119,1.0598,63.4409,0.2193,0,1000000.0,1000.0
pa_20_19,pfs,0.6544,0.0,2.1491,1.296,155.1558,0.3305,0,1000000.0,1000.0
pa_20_19,pfsp,0.732,0.0,1.5684,1.0309,25.7812,0.2151,0,1000000.0,1000.0
pa_20_19,prism,0.7039,0.0342,1.7321,1.1324,33.73,0.2436,0,1000000.0,1000.0
pa_20_19,rwordle,0.7382,0.0447,1.032,1.0319,40.8633,0.289,0,1000000.0,1000.0
pa_20_19,scale,0.7988,0.0,3.9311,1.0591,0.0,0.0,0,1000000.0,1000.0
pa_20_19,vpsc,0.7412,0.0237,1.0685,1.0747,17.0108,0.2031,0,1000000.0,1000.0
pa_20_1,gtree,0.7154,0.0474,1.6996,1.0074,85.0261,0.3525,0,1000000.0,1000.0
pa_20_1,pfs,0.7135,0.0,1.6958,1.0298,41.6978,0.3156,0,1000000.0,1000.0
pa_20_1,pfsp,0.723,0.0,1.3021,1.007,45.0926,0.3498,0,1000000.0,1000.0
pa_20_1,prism,0.6733,0.0289,1.2891,1.2076,51.997,0.428,0,1000000.0,1000.0
pa_20_1,rwordle,0.7322,0.0184,1.0644,1.0131,38.4869,0.3426,0,1000000.0,1000.0
pa_20_1,scale,0.7962,0.0,4.9165,1.0592,0.0,0.0,0,1000000.0,1000.0
pa_20_1,vpsc,0.7394,0.0184,1.0109,1.0122,19.1344,0.3192,0,1000000.0,1000.0
pa_20_20,gtree,0.7179,0.05,2.119,1.0598,63.4409,0.2193,0,1000000.0,1000.0
pa_20_20,pfs,0.6544,0.0,2.1491,1.296,155.1558,0.3305,0,1000000.0,1000.0
pa_20_20,pfsp,0.732,0.0,1.5684,1.0309,25.7812,0.2151,0,1000000.0,1000.0
pa_20_20,prism,0.7039,0.0342,1.7321,1.1324,33.73,0.2436,0,1000000.0,1000.0
pa_20_20,rwordle,0.7382,0.0447,1.032,1.0319,40.8633,0.289,0,1000000.0,1000.0
pa_20_20,scale,0.7988,0.0,3.9311,1.0591,0.0,0.0,0,1000000.0,1000.0
pa_20_20,vpsc,0.7412,0.0237,1.0685,1.0747,17.0108,0.2031,0,1000000.0,1000.0
pa_20_21,gtree,0.6799,0.0263,1.7631,1.1849,142.0564,0.3237,0,1000000.0,1000.0
pa_20_21,pfs,0.6854,0.0,1.6047,1.2123,19.195,0.2786,0,1000000.0,1000.0
pa_20_21,pfsp,0.6779,0.0,1.2827,1.2577,31.5967,0.3259,0,1000000.0,1000.0
pa_20_21,prism,0.6992,0.0368,1.5015,1.1061,81.6885,0.3341,0,1000000.0,1000.0
pa_20_21,rwordle,0.739,0.0395,1.0653,1.0176,39.4569,0.2946,0,1000000.0,1000.0
pa_20_21,scale,0.7895,0.0,8.3204,1.0709,0.0,0.0,0,1000000.0,1000.0
pa_20_21,vpsc,0.7466,0.0079,1.0382,1.0412,13.2823,0.2232,0,1000000.0,1000.0
pa_20_22,gtree,0.6799,0.0263,1.7631,1.1849,142.0564,0.3237,0,1000000.0,1000.0
pa_20_22,pfs,0.6854,0.0,1.6047,1.2123,19.195,0.2786,0,1000000.0,1000.0
pa_20_22,pfsp,0.6779,0.0,1.2827,1.2577,31.5967,0.3259,0,1000000.0,1000.0
pa_20_22,prism,0.6992,0.0368,1.5015,1.1061,81.6885,0.3341,0,1000000.0,1000.0
pa_20_22,rwordle,0.739,0.0395,1.0653,1.0176,39.4569,0.2946,0,1000000.0,1000.0
