filename,algorithm,GQS,oo_nni,sp_ch_a,gs_bb_iar,nm_dm_imse,eb_rsdd,node_overlaps,area_size,avg_node_size
random_50_7,vpsc,0.688,0.0216,1.3472,1.1604,131.6194,0.3589,0,1000000.0,1000.0
random_50_8,gtree,0.71,0.0253,3.1971,1.008,207.5502,0.2837,0,1000000.0,1000.0
random_50_8,pfs,0.6269,0.0,5.0327,1.4045,1379.2147,0.3234,0,1000000.0,1000.0
random_50_8,pfsp,0.6973,0.0,2.5206,1.1189,198.287,0.2271,0,1000000.0,1000.0
random_50_8,prism,0.6999,0.0224,2.6464,1.0774,226.1582,0.2653,0,1000000.0,1000.0
random_50_8,rwordle,0.7073,0.0673,1.2739,1.0069,259.8416,0.505,0,1000000.0,1000.0
random_50_8,scale,0.7933,0.0,8.8661,1.0521,0.0,0.0,0,1000000.0,1000.0
random_50_8,vpsc,0.6923,0.0241,1.2889,1.1948,88.292,0.2991,0,1000000.0,1000.0
random_50_9,gtree,0.7133,0.0269,3.1986,1.0123,210.5543,0.2561,0,1000000.0,1000.0
random_50_9,pfs,0.5931,0.0,5.4202,1.6225,1102.7774,0.3915,0,1000000.0,1000.0
random_50_9,pfsp,0.6926,0.0,2.3426,1.145,116.063,0.235,0,1000000.0,1000.0
random_50_9,prism,0.6694,0.0208,2.4866,1.2733,131.5738,0.2409,0,1000000.0,1000.0
random_50_9,rwordle,0.7014,0.0776,1.2859,1.0274,190.8407,0.5152,0,1000000.0,1000.0
random_50_9,scale,0.7938,0.0,8.8602,1.0497,0.0,0.0,0,1000000.0,1000.0
random_50_9,vpsc,0.6778,0.0208,1.4414,1.2091,103.294,0.3528,0,1000000.0,1000.0
tree_1000_10,gtree,0.7004,0.0196,1.95,1.0278,3535.0729,0.3853,0,1000000.0,1000.0
tree_1000_10,pfs,0.6168,0.0,5.2644,1.4447,25235.2567,0.357,0,1000000.0,1000.0
tree_1000_10,pfsp,0.6928,0.0,2.3179,1.1259,7163.6185,0.2554,0,1000000.0,1000.0
tree_1000_10,prism,0.7122,0.0143,1.1455,1.0108,2001.89,0.4667,0,1000000.0,1000.0
tree_1000_10,rwordle,0.7284,0.0043,1.0016,1.0012,55.8199,0.4074,0,1000000.0,1000.0
tree_1000_10,scale,0.8009,0.0,24.4173,1.0049,0.0,0.0,0,1000000.0,1000.0
tree_1000_10,vpsc,0.7446,0.0021,1.0031,1.0082,60.64,0.2767,0,1000000.0,1000.0
tree_1000_11,gtree,0.6906,0.0161,1.9759,1.0671,3146.2247,0.3877,0,1000000.0,1000.0
tree_1000_11,pfs,0.6074,0.0,5.9156,1.5373,26982.5178,0.3419,0,1000000.0,1000.0
tree_1000_11,pfsp,0.6584,0.0,2.5444,1.3134,6173.8328,0.2606,0,1000000.0,1000.0
tree_1000_11,prism,0.6934,0.016,1.1201,1.1051,3137.3075,0.4562,0,1000000.0,1000.0
tree_1000_11,rwordle,0.729,0.0047,1.0072,1.0037,56.2156,0.3962,0,1000000.0,1000.0
tree_1000_11,scale,0.8007,0.0,24.3828,1.0056,0.0,0.0,0,1000000.0,1000.0
tree_1000_11,vpsc,0.7461,0.0026,1.0042,1.0009,35.477,0.282,0,1000000.0,1000.0
tree_1000_12,gtree,0.683,0.0113,2.1019,1.0893,2885.8425,0.3958,0,1000000.0,1000.0
tree_1000_12,pfs,0.6058,0.0,5.9926,1.4824,132168.5039,0.3982,0,1000000.0,1000.0
tree_1000_12,pfsp,0.6841,0.0,2.4933,1.1513,22402.8707,0.2697,0,1000000.0,1000.0
tree_1000_12,prism,0.7024,0.0193,1.172,1.043,2181.695,0.479,0,1000000.0,1000.0
tree_1000_12,rwordle,0.7238,0.0043,1.0047,1.0,71.9484,0.4445,0,1000000.0,1000.0
tree_1000_12,scale,0.801,0.0,24.26,1.0046,0.0,0.0,0,1000000.0,1000.0
tree_1000_12,vpsc,0.7429,0.0022,1.0014,1.0,29.9239,0.3073,0,1000000.0,1000.0
tree_1000_13,gtree,0.6773,0.0157,2.3722,1.0633,4284.4076,0.4688,0,1000000.0,1000.0
tree_1000_13,pfs,0.5884,0.0,8.6529,1.6047,82506.9663,0.4143,0,1000000.0,1000.0
tree_1000_13,pfsp,0.6651,0.0,3.0522,1.2052,3743.6863,0.307,0,1000000.0,1000.0
tree_1000_13,prism,0.6882,0.0205,1.1641,1.0661,1609.5691,0.5655,0,1000000.0,1000.0
tree_1000_13,rwordle,0.718,0.0063,1.0023,1.0033,90.1367,0.4879,0,1000000.0,1000.0
tree_1000_13,scale,0.7983,0.0,385.3261,1.0076,0.0,0.0,0,1000000.0,1000.0
tree_1000_13,vpsc,0.7431,0.0038,1.0038,1.0,35.4922,0.3042,0,1000000.0,1000.0
tree_1000_14,gtree,0.6752,0.011,2.0248,1.1236,4101.1901,0.4092,0,1000000.0,1000.0
tree_1000_14,pfs,0.602,0.0,5.1932,1.4887,73761.8673,0.4337,0,1000000.0,1000.0
tree_1000_14,pfsp,0.6814,0.0,2.2134,1.1495,15245.4037,0.3068,0,1000000.0,1000.0
tree_1000_14,prism,0.6988,0.0123,1.1392,1.0524,3396.5573,0.5,0,1000000.0,1000.0
tree_1000_14,rwordle,0.7255,0.0046,1.0058,1.0044,58.3898,0.4221,0,1000000.0,1000.0
tree_1000_14,scale,0.7994,0.0,96.8819,1.0045,0.0,0.0,0,1000000.0,1000.0
tree_1000_14,vpsc,0.7489,0.0021,1.0032,1.0,17.5815,0.2739,0,1000000.0,1000.0
tree_1000_15,gtree,0.6788,0.0215,2.7509,1.0878,4956.9746,0.3918,0,1000000.0,1000.0
tree_1000_15,pfs,0.6013,0.0,6.7327,1.5696,150477.802,0.3546,0,1000000.0,1000.0
tree_1000_15,pfsp,0.6687,0.0,2.7827,1.2436,14351.8743,0.252,0,1000000.0,1000.0
tree_1000_15,prism,0.6991,0.0226,1.2476,1.0411,2765.0884,0.4907,0,1000000.0,1000.0
tree_1000_15,rwordle,0.7246,0.0058,1.0004,1.0,79.2774,0.4394,0,1000000.0,1000.0
tree_1000_15,scale,0.7998,0.0,43.0152,1.0058,0.0,0.0,0,1000000.0,1000.0
tree_1000_15,vpsc,0.7396,0.0039,1.0038,1.007,88.6379,0.3107,0,1000000.0,1000.0
tree_1000_16,gtree,0.6734,0.0153,2.1274,1.1415,2554.1632,0.3887,0,1000000.0,1000.0
tree_1000_16,pfs,0.607,0.0,6.999,1.491,41262.3857,0.3729,0,1000000.0,1000.0
tree_1000_16,pfsp,0.6718,0.0,2.7157,1.2154,2741.4477,0.2652,0,1000000.0,1000.0
tree_1000_16,prism,0.6909,0.017,1.2081,1.0854,2234.1591,0.4857,0,1000000.0,1000.0
tree_1000_16,rwordle,0.7277,0.0047,1.0041,1.0015,67.9036,0.4106,0,1000000.0,1000.0
tree_1000_16,scale,0.8008,0.0,24.2638,1.0053,0.0,0.0,0,1000000.0,1000.0
tree_1000_16,vpsc,0.7458,0.0026,1.0023,1.0,27.4735,0.2888,0,1000000.0,1000.0
tree_1000_17,gtree,0.7036,0.0154,1.9661,1.0102,4419.0283,0.3903,0,1000000.0,1000.0
tree_1000_17,pfs,0.6103,0.0,4.3722,1.4862,44244.8777,0.3842,0,1000000.0,1000.0
tree_1000_17,pfsp,0.6728,0.0,2.0238,1.242,3675.1835,0.2704,0,1000000.0,1000.0
tree_1000_17,prism,0.7105,0.011,1.114,1.0252,970.487,0.461,0,1000000.0,1000.0
tree_1000_17,rwordle,0.7366,0.0029,1.0027,1.0,44.0965,0.3483,0,1000000.0,1000.0
tree_1000_17,scale,0.801,0.0,24.2399,1.0044,0.0,0.0,0,1000000.0,1000.0
tree_1000_17,vpsc,0.751,0.0015,1.0022,1.0,18.4141,0.2602,0,1000000.0,1000.0
tree_1000_18,gtree,0.6815,0.0164,2.0593,1.1046,4658.6333,0.3885,0,1000000.0,1000.0
tree_1000_18,pfs,0.6104,0.0,5.7951,1.4837,17329.3479,0.3647,0,1000000.0,1000.0
tree_1000_18,pfsp,0.6843,0.0,2.4074,1.1549,3277.1354,0.269,0,1000000.0,1000.0
tree_1000_18,prism,0.7133,0.0132,1.1499,1.0041,2953.5047,0.4697,0,1000000.0,1000.0
tree_1000_18,rwordle,0.7277,0.0047,1.0085,1.0021,59.2312,0.4082,0,1000000.0,1000.0
tree_1000_18,scale,0.7998,0.0,43.3872,1.0057,0.0,0.0,0,1000000.0,1000.0
tree_1000_18,vpsc,0.7459,0.0026,1.0043,1.0038,46.504,0.2768,0,1000000.0,1000.0
tree_1000_19,gtree,0.6663,0.0187,2.4704,1.1637,3417.1777,0.3874,0,1000000.0,1000.0
tree_1000_19,pfs,0.5876,0.0,8.7524,1.6242,38971.9188,0.4055,0,1000000.0,1000.0
tree_1000_19,pfsp,0.6735,0.0,3.0675,1.2044,2324.8804,0.2525,0,1000000.0,1000.0
tree_1000_19,prism,0.6923,0.0213,1.2547,1.0758,2428.5064,0.4799,0,1000000.0,1000.0
tree_1000_19,rwordle,0.7211,0.007,1.0095,1.0112,120.094,0.4405,0,1000000.0,1000.0
tree_1000_19,scale,0.7992,0.0,43.0878,1.008,0.0,0.0,0,1000000.0,1000.0
tree_1000_19,vpsc,0.7286,0.0037,1.0175,1.041,203.629,0.3239,0,1000000.0,1000.0
tree_1000_1,gtree,0.702,0.0167,2.088,1.0127,2373.2949,0.3865,0,1000000.0,1000.0
tree_1000_1,pfs,0.5976,0.0,7.0823,1.6153,31504.3489,0.3463,0,1000000.0,1000.0
tree_1000_1,pfsp,0.6775,0.0,2.6352,1.2034,1742.5751,0.2455,0,1000000.0,1000.0
tree_1000_1,prism,0.7094,0.0152,1.2048,1.0122,1289.7753,0.4702,0,1000000.0,1000.0
tree_1000_1,rwordle,0.7283,0.005,1.004,1.0008,70.2766,0.4066,0,1000000.0,1000.0
tree_1000_1,scale,0.8006,0.0,24.3068,1.0061,0.0,0.0,0,1000000.0,1000.0
tree_1000_1,vpsc,0.7433,0.0028,1.013,1.0,34.2502,0.2996,0,1000000.0,1000.0
tree_1000_20,gtree,0.6988,0.0191,2.3815,1.0177,4980.8314,0.3804,0,1000000.0,1000.0
tree_1000_20,pfs,0.6203,0.0,5.2905,1.4041,61523.2867,0.368,0,1000000.0,1000.0
tree_1000_20,pfsp,0.6852,0.0,2.338,1.1564,7053.0087,0.2651,0,1000000.0,1000.0
tree_1000_20,prism,0.7083,0.0134,1.1439,1.0261,984.2097,0.4692,0,1000000.0,1000.0
tree_1000_20,rwordle,0.7261,0.0042,1.0048,1.0019,58.8564,0.4227,0,1000000.0,1000.0
tree_1000_20,scale,0.801,0.0,24.3229,1.0044,0.0,0.0,0,1000000.0,1000.0
tree_1000_20,vpsc,0.7454,0.0025,1.0051,1.0013,41.407,0.2847,0,1000000.0,1000.0
tree_1000_21,gtree,0.6877,0.0119,1.969,1.075,3478.3234,0.396,0,1000000.0,1000.0
tree_1000_21,pfs,0.6078,0.0,4.6314,1.4556,60472.5641,0.4266,0,1000000.0,1000.0
tree_1000_21,pfsp,0.6754,0.0,2.1625,1.2057,4691.9378,0.2831,0,1000000.0,1000.0
tree_1000_21,prism,0.7041,0.0126,1.0973,1.0443,1204.3244,0.484,0,1000000.0,1000.0
tree_1000_21,rwordle,0.7313,0.0038,1.006,1.0023,48.5842,0.382,0,1000000.0,1000.0
tree_1000_21,scale,0.801,0.0,24.3473,1.0045,0.0,0.0,0,1000000.0,1000.0
tree_1000_21,vpsc,0.7469,0.0019,1.0018,1.0,20.3225,0.2853,0,1000000.0,1000.0
tree_1000_22,gtree,0.695,0.017,1.7793,1.0586,5948.7278,0.39,0,1000000.0,1000.0
tree_1000_22,pfs,0.6286,0.0,4.8328,1.3673,12452.5826,0.3489,0,1000000.0,1000.0
tree_1000_22,pfsp,0.6877,0.0,2.2103,1.1466,1370.7585,0.2694,0,1000000.0,1000.0
tree_1000_22,prism,0.7124,0.0104,1.0997,1.0154,2001.4949,0.4697,0,1000000.0,1000.0
tree_1000_22,rwordle,0.7267,0.0038,1.0019,1.0014,53.0312,0.4204,0,1000000.0,1000.0
tree_1000_22,scale,0.8009,0.0,24.4118,1.0047,0.0,0.0,0,1000000.0,1000.0
tree_1000_22,vpsc,0.7454,0.002,1.0054,1.0022,40.2549,0.2827,0,1000000.0,1000.0
tree_1000_23,gtree,0.6808,0.0158,1.8865,1.1271,6779.928,0.3761,0,1000000.0,1000.0
tree_1000_23,pfs,0.6158,0.0,4.1338,1.4673,22459.5317,0.3644,0,1000000.0,1000.0
tree_1000_23,pfsp,0.6623,0.0,1.8501,1.304,4363.4686,0.292,0,1000000.0,1000.0
tree_1000_23,prism,0.7066,0.0093,1.1065,1.0421,1613.0109,0.4625,0,1000000.0,1000.0
tree_1000_23,rwordle,0.7353,0.003,1.0015,1.0,43.9884,0.3582,0,1000000.0,1000.0
tree_1000_23,scale,0.801,0.0,24.3779,1.0043,0.0,0.0,0,1000000.0,1000.0
tree_1000_23,vpsc,0.7536,0.0015,1.0024,1.0,20.2026,0.2426,0,1000000.0,1000.0
tree_1000_24,gtree,0.7019,0.0174,2.074,1.0153,5774.261,0.3838,0,1000000.0,1000.0
tree_1000_24,pfs,0.634,0.0,5.7745,1.3203,15073.1548,0.3447,0,1000000.0,1000.0
tree_1000_24,pfsp,0.6965,0.0,2.3564,1.1055,6565.1117,0.2555,0,1000000.0,1000.0
tree_1000_24,prism,0.6971,0.0159,1.1448,1.0764,2583.0229,0.4677,0,1000000.0,1000.0
tree_1000_24,rwordle,0.7294,0.0045,1.0009,1.0,52.8757,0.403,0,1000000.0,1000.0
tree_1000_24,scale,0.801,0.0,24.413,1.0043,0.0,0.0,0,1000000.0,1000.0
tree_1000_24,vpsc,0.7493,0.0024,1.0015,1.0,18.7262,0.2712,0,1000000.0,1000.0
tree_1000_25,gtree,0.6552,0.0144,2.2854,1.2359,1864.2704,0.3868,0,1000000.0,1000.0
tree_1000_25,pfs,0.6041,0.0,6.9159,1.6074,19982.9169,0.3071,0,1000000.0,1000.0
tree_1000_25,pfsp,0.6696,0.0,2.7607,1.2596,2852.0425,0.2317,0,1000000.0,1000.0
tree_1000_25,prism,0.698,0.0179,1.1257,1.0679,1016.9279,0.4838,0,1000000.0,1000.0
tree_1000_25,rwordle,0.7288,0.005,0.9997,1.0,57.0978,0.4077,0,1000000.0,1000.0
tree_1000_25,scale,0.8005,0.0,24.3889,1.0066,0.0,0.0,0,1000000.0,1000.0
tree_1000_25,vpsc,0.7463,0.0027,1.0051,1.0,20.8643,0.2884,0,1000000.0,1000.0
tree_1000_26,gtree,0.6847,0.0146,1.9292,1.0938,2154.3992,0.3932,0,1000000.0,1000.0
tree_1000_26,pfs,0.6153,0.0,5.5753,1.4283,48257.9034,0.3795,0,1000000.0,1000.0
tree_1000_26,pfsp,0.6772,0.0,2.3345,1.1876,9917.6936,0.2807,0,1000000.0,1000.0
tree_1000_26,prism,0.7057,0.014,1.1323,1.0371,2077.805,0.4733,0,1000000.0,1000.0
tree_1000_26,rwordle,0.726,0.0045,1.0057,1.0,61.692,0.4267,0,1000000.0,1000.0
tree_1000_26,scale,0.8009,0.0,24.3639,1.0047,0.0,0.0,0,1000000.0,1000.0
tree_1000_26,vpsc,0.7463,0.0022,1.0035,1.0025,28.6008,0.2801,0,1000000.0,1000.0
tree_1000_27,gtree,0.6798,0.0135,2.4697,1.091,3409.0343,0.3917,0,1000000.0,1000.0
tree_1000_27,pfs,0.5972,0.0,6.1179,1.5855,42379.5909,0.3787,0,1000000.0,1000.0
tree_1000_27,pfsp,0.6573,0.0,2.3796,1.3279,3017.6947,0.2629,0,1000000.0,1000.0
tree_1000_27,prism,0.7044,0.015,1.1469,1.035,1609.7765,0.4842,0,1000000.0,1000.0
tree_1000_27,rwordle,0.7283,0.0049,1.0046,1.0007,69.0972,0.4071,0,1000000.0,1000.0
tree_1000_27,scale,0.8007,0.0,24.3581,1.0058,0.0,0.0,0,1000000.0,1000.0
tree_1000_27,vpsc,0.7457,0.0025,1.0013,1.0,25.8743,0.2903,0,1000000.0,1000.0
tree_1000_28,gtree,0.6982,0.0172,1.9595,1.0445,3242.4695,0.3704,0,1000000.0,1000.0
tree_1000_28,pfs,0.6204,0.0,4.493,1.4689,24319.3643,0.3224,0,1000000.0,1000.0
tree_1000_28,pfsp,0.6866,0.0,2.0816,1.1793,4779.6494,0.2466,0,1000000.0,1000.0
tree_1000_28,prism,0.713,0.0115,1.1166,1.0246,1563.8343,0.4404,0,1000000.0,1000.0
tree_1000_28,rwordle,0.7306,0.0036,1.0012,1.0029,49.2682,0.3873,0,1000000.0,1000.0
tree_1000_28,scale,0.801,0.0,24.3723,1.0044,0.0,0.0,0,1000000.0,1000.0
tree_1000_28,vpsc,0.7491,0.0019,1.0023,1.0018,21.15,0.2674,0,1000000.0,1000.0
tree_1000_29,gtree,0.6809,0.0176,2.0109,1.1138,3129.4824,0.3842,0,1000000.0,1000.0
tree_1000_29,pfs,0.5985,0.0,5.4827,1.5508,68794.612,0.4032,0,1000000.0,1000.0
tree_1000_29,pfsp,0.6544,0.0,2.3041,1.3431,15537.6661,0.2725,0,1000000.0,1000.0
tree_1000_29,prism,0.6963,0.0151,1.1196,1.0782,1894.5198,0.4801,0,1000000.0,1000.0
tree_1000_29,rwordle,0.7283,0.0048,1.0018,1.0019,54.9895,0.4071,0,1000000.0,1000.0
tree_1000_29,scale,0.7999,0.0,43.2417,1.0054,0.0,0.0,0,1000000.0,1000.0
tree_1000_29,vpsc,0.7451,0.0025,1.0036,1.0038,41.3391,0.2827,0,1000000.0,1000.0
tree_1000_2,gtree,0.6854,0.0203,2.2978,1.0648,3816.4656,0.4058,0,1000000.0,1000.0
tree_1000_2,pfs,0.6351,0.0,7.4097,1.3124,31453.5992,0.331,0,1000000.0,1000.0
tree_1000_2,pfsp,0.7018,0.0,2.841,1.0662,3275.7015,0.2524,0,1000000.0,1000.0
tree_1000_2,prism,0.6969,0.0165,1.1733,1.0579,2011.1883,0.4961,0,1000000.0,1000.0
tree_1000_2,rwordle,0.7188,0.0056,1.0081,1.0145,92.1772,0.4545,0,1000000.0,1000.0
tree_1000_2,scale,0.7997,0.0,97.4158,1.0035,0.0,0.0,0,1000000.0,1000.0
tree_1000_2,vpsc,0.7363,0.0036,1.0094,1.0185,115.2446,0.3112,0,1000000.0,1000.0
tree_1000_30,gtree,0.6971,0.0151,2.0,1.0336,6239.2919,0.3933,0,1000000.0,1000.0
tree_1000_30,pfs,0.6021,0.0,4.7403,1.51,37602.6431,0.4208,0,1000000.0,1000.0
tree_1000_30,pfsp,0.6786,0.0,2.1247,1.1982,3513.0777,0.2735,0,1000000.0,1000.0
tree_1000_30,prism,0.7077,0.0119,1.1135,1.0349,2157.3075,0.4655,0,1000000.0,1000.0
tree_1000_30,rwordle,0.7322,0.0035,1.0029,1.0,51.115,0.3803,0,1000000.0,1000.0
tree_1000_30,scale,0.8009,0.0,24.3595,1.0047,0.0,0.0,0,1000000.0,1000.0
tree_1000_30,vpsc,0.7488,0.0019,1.0037,1.0,26.1939,0.2692,0,1000000.0,1000.0
tree_1000_3,gtree,0.6978,0.0135,1.9559,1.0479,3551.4383,0.3668,0,1000000.0,1000.0
tree_1000_3,pfs,0.6152,0.0,4.8643,1.434,42767.6437,0.3851,0,1000000.0,1000.0
tree_1000_3,pfsp,0.6887,0.0,2.2533,1.146,5800.7013,0.2605,0,1000000.0,1000.0
tree_1000_3,prism,0.716,0.0124,1.1208,1.0079,1165.667,0.4483,0,1000000.0,1000.0
tree_1000_3,rwordle,0.7302,0.0038,1.0078,1.001,61.4437,0.3903,0,1000000.0,1000.0
tree_1000_3,scale,0.8011,0.0,24.2932,1.0041,0.0,0.0,0,1000000.0,1000.0
tree_1000_3,vpsc,0.749,0.0018,1.001,1.0012,20.9543,0.2695,0,1000000.0,1000.0
tree_1000_4,gtree,0.6956,0.0173,1.9437,1.0537,3454.0856,0.3763,0,1000000.0,1000.0
tree_1000_4,pfs,0.6089,0.0,5.0205,1.51,52871.1954,0.364,0,1000000.0,1000.0
tree_1000_4,pfsp,0.6813,0.0,2.1103,1.2064,14740.9401,0.2478,0,1000000.0,1000.0
tree_1000_4,prism,0.7079,0.0123,1.1036,1.043,1674.4981,0.4517,0,1000000.0,1000.0
tree_1000_4,rwordle,0.73,0.004,1.0048,1.0108,71.0921,0.3742,0,1000000.0,1000.0
tree_1000_4,scale,0.8009,0.0,24.4378,1.0048,0.0,0.0,0,1000000.0,1000.0
tree_1000_4,vpsc,0.7516,0.0022,1.0009,1.002,20.45,0.2522,0,1000000.0,1000.0
tree_1000_5,gtree,0.675,0.013,2.0861,1.1285,3250.9864,0.3987,0,1000000.0,1000.0
tree_1000_5,pfs,0.609,0.0,5.5582,1.5189,74236.8619,0.3484,0,1000000.0,1000.0
tree_1000_5,pfsp,0.6675,0.0,2.5466,1.244,8192.5346,0.2704,0,1000000.0,1000.0
tree_1000_5,prism,0.7037,0.0142,1.1531,1.0308,1518.0134,0.4967,0,1000000.0,1000.0
tree_1000_5,rwordle,0.7239,0.004,0.9988,1.0068,69.9206,0.4318,0,1000000.0,1000.0
tree_1000_5,scale,0.7999,0.0,43.2457,1.0052,0.0,0.0,0,1000000.0,1000.0
tree_1000_5,vpsc,0.7439,0.0022,1.0097,1.0048,40.8063,0.2876,0,1000000.0,1000.0
tree_1000_6,gtree,0.6846,0.0196,2.1834,1.0923,9356.3226,0.375,0,1000000.0,1000.0
tree_1000_6,pfs,0.6091,0.0,5.7483,1.5231,28174.5389,0.3424,0,1000000.0,1000.0
tree_1000_6,pfsp,0.6715,0.0,2.3938,1.2392,4201.2382,0.2572,0,1000000.0,1000.0
tree_1000_6,prism,0.6877,0.0158,1.1845,1.1189,3314.9358,0.4603,0,1000000.0,1000.0
tree_1000_6,rwordle,0.7313,0.0046,1.0014,1.0014,58.705,0.3844,0,1000000.0,1000.0
tree_1000_6,scale,0.8007,0.0,24.4378,1.0057,0.0,0.0,0,1000000.0,1000.0
tree_1000_6,vpsc,0.7476,0.0026,1.0016,1.0057,43.1244,0.2642,0,1000000.0,1000.0
tree_1000_7,gtree,0.6646,0.0174,2.3506,1.1728,6675.7591,0.3949,0,1000000.0,1000.0
tree_1000_7,pfs,0.6031,0.0,5.8466,1.5153,118350.2692,0.3928,0,1000000.0,1000.0
tree_1000_7,pfsp,0.6681,0.0,2.4224,1.242,16371.833,0.2745,0,1000000.0,1000.0
tree_1000_7,prism,0.695,0.014,1.1773,1.0767,3668.6954,0.4739,0,1000000.0,1000.0
tree_1000_7,rwordle,0.7269,0.0052,1.0046,1.0,63.3312,0.4198,0,1000000.0,1000.0
tree_1000_7,scale,0.8008,0.0,24.3464,1.0052,0.0,0.0,0,1000000.0,1000.0
tree_1000_7,vpsc,0.746,0.0028,1.0001,1.0,23.1656,0.2906,0,1000000.0,1000.0
tree_1000_8,gtree,0.6843,0.0108,1.9505,1.1119,2161.8692,0.3648,0,1000000.0,1000.0
tree_1000_8,pfs,0.6173,0.0,5.2322,1.4556,26203.2062,0.3448,0,1000000.0,1000.0
tree_1000_8,pfsp,0.6768,0.0,2.3036,1.2127,2811.2817,0.2572,0,1000000.0,1000.0
tree_1000_8,prism,0.6999,0.0126,1.1538,1.076,2347.1182,0.4409,0,1000000.0,1000.0
tree_1000_8,rwordle,0.7302,0.004,0.9994,1.0039,77.4773,0.3871,0,1000000.0,1000.0
tree_1000_8,scale,0.8009,0.0,24.328,1.005,0.0,0.0,0,1000000.0,1000.0
tree_1000_8,vpsc,0.7482,0.002,1.0038,1.002,26.0417,0.27,0,1000000.0,1000.0
tree_1000_9,gtree,0.6944,0.0133,1.9102,1.0426,8102.3214,0.4069,0,1000000.0,1000.0
tree_1000_9,pfs,0.6061,0.0,5.6006,1.4807,24999.7988,0.402,0,1000000.0,1000.0
tree_1000_9,pfsp,0.6727,0.0,2.3064,1.2087,3171.9386,0.2881,0,1000000.0,1000.0
tree_1000_9,prism,0.7079,0.0135,1.0961,1.0251,1450.9921,0.4908,0,1000000.0,1000.0
tree_1000_9,rwordle,0.7296,0.0039,1.0,1.0,52.7368,0.4015,0,1000000.0,1000.0
tree_1000_9,scale,0.799,0.0,97.5969,1.0062,0.0,0.0,0,1000000.0,1000.0
tree_1000_9,vpsc,0.7474,0.002,1.0004,1.0007,17.3755,0.2838,0,1000000.0,1000.0
tree_100_10,gtree,0.7311,0.0122,1.2289,1.0509,331.8023,0.2392,0,1000000.0,1000.0
tree_100_10,pfs,0.7286,0.0,1.3172,1.0818,91.6365,0.1965,0,1000000.0,1000.0
tree_100_10,pfsp,0.754,0.0,1.0278,1.0299,51.6594,0.1815,0,1000000.0,1000.0
tree_100_10,prism,0.741,0.0096,1.0666,1.0255,80.4867,0.2549,0,1000000.0,1000.0
tree_100_10,rwordle,0.7743,0.0039,0.9985,1.0,10.4067,0.1387,0,1000000.0,1000.0
tree_100_10,scale,0.8084,0.0,4.6587,1.0095,0.0,0.0,0,1000000.0,1000.0
tree_100_10,vpsc,0.7899,0.001,1.0039,1.0046,4.6247,0.0764,0,1000000.0,1000.0
tree_100_11,gtree,0.7171,0.0162,1.4391,1.0719,211.8489,0.2621,0,1000000.0,1000.0
tree_100_11,pfs,0.7179,0.0,1.3641,1.1195,250.8305,0.2036,0,1000000.0,1000.0
tree_100_11,pfsp,0.7522,0.0,1.0342,1.0,203.3734,0.2282,0,1000000.0,1000.0
tree_100_11,prism,0.7428,0.0094,1.047,1.0118,39.085,0.2745,0,1000000.0,1000.0
tree_100_11,rwordle,0.7771,0.0043,1.018,1.0,12.0515,0.1164,0,1000000.0,1000.0
tree_100_11,scale,0.8057,0.0,5.7987,1.0118,0.0,0.0,0,1000000.0,1000.0
tree_100_11,vpsc,0.7899,0.002,1.0014,1.0,3.2133,0.0966,0,1000000.0,1000.0
tree_100_12,gtree,0.7364,0.013,1.2226,1.0176,180.5574,0.2572,0,1000000.0,1000.0
tree_100_12,pfs,0.7291,0.0,1.2897,1.0913,98.1365,0.1868,0,1000000.0,1000.0
tree_100_12,pfsp,0.7522,0.0,1.0157,1.0204,33.2366,0.2106,0,1000000.0,1000.0
tree_100_12,prism,0.7394,0.0078,1.0443,1.0238,67.3984,0.2745,0,1000000.0,1000.0
tree_100_12,rwordle,0.7776,0.0039,1.0035,1.0,10.5112,0.1202,0,1000000.0,1000.0
tree_100_12,scale,0.8083,0.0,4.7008,1.0097,0.0,0.0,0,1000000.0,1000.0
tree_100_12,vpsc,0.796,0.0014,1.003,1.0,2.4783,0.0791,0,1000000.0,1000.0
tree_100_13,gtree,0.7311,0.0122,1.2289,1.0509,331.8023,0.2392,0,1000000.0,1000.0
tree_100_13,pfs,0.7286,0.0,1.3172,1.0818,91.6365,0.1965,0,1000000.0,1000.0
tree_100_13,pfsp,0.754,0.0,1.0278,1.0299,51.6594,0.1815,0,1000000.0,1000.0
tree_100_13,prism,0.741,0.0096,1.0666,1.0255,80.4867,0.2549,0,1000000.0,1000.0
tree_100_13,rwordle,0.7743,0.0039,0.9985,1.0,10.4067,0.1387,0,1000000.0,1000.0
tree_100_13,scale,0.8084,0.0,4.6587,1.0095,0.0,0.0,0,1000000.0,1000.0
tree_100_13,vpsc,0.7899,0.001,1.0039,1.0046,4.6247,0.0764,0,1000000.0,1000.0
tree_100_14,gtree,0.7359,0.0103,1.2087,1.0848,168.6054,0.1725,0,1000000.0,1000.0
tree_100_14,pfs,0.7404,0.0,1.1973,1.0933,187.6723,0.1383,0,1000000.0,1000.0
tree_100_14,pfsp,0.7695,0.0,1.002,1.0,46.0505,0.144,0,1000000.0,1000.0
tree_100_14,prism,0.7589,0.006,1.0265,1.0096,31.7328,0.1865,0,1000000.0,1000.0
tree_100_14,rwordle,0.7782,0.0036,0.9998,1.0,8.9895,0.1213,0,1000000.0,1000.0
