filename,algorithm,GQS
random_50_23,pfsp,0.854
random_50_23,prism,0.842
random_50_23,rwordle,0.897
random_50_23,scale,0.912
random_50_23,vpsc,0.855
random_50_24,gtree,0.834
random_50_24,pfs,0.813
random_50_24,pfsp,0.854
random_50_24,prism,0.842
random_50_24,rwordle,0.897
random_50_24,scale,0.912
random_50_24,vpsc,0.855
random_50_25,gtree,0.834
random_50_25,pfs,0.813
random_50_25,pfsp,0.854
random_50_25,prism,0.842
random_50_25,rwordle,0.897
random_50_25,scale,0.912
random_50_25,vpsc,0.855
random_50_26,gtree,0.873
random_50_26,pfs,0.817
random_50_26,pfsp,0.879
random_50_26,prism,0.857
random_50_26,rwordle,0.881
random_50_26,scale,0.909
random_50_26,vpsc,0.806
random_50_27,gtree,0.873
random_50_27,pfs,0.817
random_50_27,pfsp,0.879
random_50_27,prism,0.857
random_50_27,rwordle,0.881
random_50_27,scale,0.909
random_50_27,vpsc,0.806
random_50_28,gtree,0.834
random_50_28,pfs,0.813
random_50_28,pfsp,0.854
random_50_28,prism,0.842
random_50_28,rwordle,0.897
random_50_28,scale,0.912
random_50_28,vpsc,0.855
random_50_29,gtree,0.881
random_50_29,pfs,0.812
random_50_29,pfsp,0.878
random_50_29,prism,0.863
random_50_29,rwordle,0.901
random_50_29,scale,0.917
random_50_29,vpsc,0.85
random_50_2,gtree,0.874
random_50_2,pfs,0.794
random_50_2,pfsp,0.857
random_50_2,prism,0.868
random_50_2,rwordle,0.885
random_50_2,scale,0.911
random_50_2,vpsc,0.842
random_50_30,gtree,0.881
random_50_30,pfs,0.812
random_50_30,pfsp,0.878
random_50_30,prism,0.863
random_50_30,rwordle,0.901
random_50_30,scale,0.917
random_50_30,vpsc,0.85
random_50_3,gtree,0.869
random_50_3,pfs,0.79
random_50_3,pfsp,0.864
random_50_3,prism,0.845
random_50_3,rwordle,0.888
random_50_3,scale,0.91
random_50_3,vpsc,0.82
random_50_4,gtree,0.874
random_50_4,pfs,0.794
random_50_4,pfsp,0.857
random_50_4,prism,0.868
random_50_4,rwordle,0.885
random_50_4,scale,0.911
random_50_4,vpsc,0.842
random_50_5,gtree,0.874
random_50_5,pfs,0.794
random_50_5,pfsp,0.857
random_50_5,prism,0.868
random_50_5,rwordle,0.885
random_50_5,scale,0.911
random_50_5,vpsc,0.842
random_50_6,gtree,0.869
random_50_6,pfs,0.79
random_50_6,pfsp,0.864
random_50_6,prism,0.845
random_50_6,rwordle,0.888
random_50_6,scale,0.91
random_50_6,vpsc,0.82
random_50_7,gtree,0.833
random_50_7,pfs,0.809
random_50_7,pfsp,0.835
random_50_7,prism,0.823
random_50_7,rwordle,0.887
random_50_7,scale,0.912
random_50_7,vpsc,0.867
random_50_8,gtree,0.878
random_50_8,pfs,0.813
random_50_8,pfsp,0.862
random_50_8,prism,0.868
random_50_8,rwordle,0.895
random_50_8,scale,0.911
random_50_8,vpsc,0.865
random_50_9,gtree,0.878
random_50_9,pfs,0.791
random_50_9,pfsp,0.859
random_50_9,prism,0.84
random_50_9,rwordle,0.891
random_50_9,scale,0.911
random_50_9,vpsc,0.858
tree_1000_10,gtree,0.88
tree_1000_10,pfs,0.808
tree_1000_10,pfsp,0.861
tree_1000_10,prism,0.897
tree_1000_10,rwordle,0.905
tree_1000_10,scale,0.917
tree_1000_10,vpsc,0.907
tree_1000_11,gtree,0.872
tree_1000_11,pfs,0.799
tree_1000_11,pfsp,0.833
tree_1000_11,prism,0.88
tree_1000_11,rwordle,0.905
tree_1000_11,scale,0.917
tree_1000_11,vpsc,0.908
tree_1000_12,gtree,0.866
tree_1000_12,pfs,0.802
tree_1000_12,pfsp,0.855
tree_1000_12,prism,0.889
tree_1000_12,rwordle,0.904
tree_1000_12,scale,0.917
tree_1000_12,vpsc,0.908
tree_1000_13,gtree,0.868
tree_1000_13,pfs,0.789
tree_1000_13,pfsp,0.843
tree_1000_13,prism,0.884
tree_1000_13,rwordle,0.903
tree_1000_13,scale,0.915
tree_1000_13,vpsc,0.908
tree_1000_14,gtree,0.861
tree_1000_14,pfs,0.802
tree_1000_14,pfsp,0.857
tree_1000_14,prism,0.888
tree_1000_14,rwordle,0.904
tree_1000_14,scale,0.916
tree_1000_14,vpsc,0.91
tree_1000_15,gtree,0.863
tree_1000_15,pfs,0.795
tree_1000_15,pfsp,0.841
tree_1000_15,prism,0.887
tree_1000_15,rwordle,0.905
tree_1000_15,scale,0.916
tree_1000_15,vpsc,0.906
tree_1000_16,gtree,0.858
tree_1000_16,pfs,0.801
tree_1000_16,pfsp,0.845
tree_1000_16,prism,0.88
tree_1000_16,rwordle,0.905
tree_1000_16,scale,0.917
tree_1000_16,vpsc,0.909
tree_1000_17,gtree,0.883
tree_1000_17,pfs,0.805
tree_1000_17,pfsp,0.846
tree_1000_17,prism,0.895
tree_1000_17,rwordle,0.907
tree_1000_17,scale,0.917
tree_1000_17,vpsc,0.91
tree_1000_18,gtree,0.865
tree_1000_18,pfs,0.803
tree_1000_18,pfsp,0.856
tree_1000_18,prism,0.898
tree_1000_18,rwordle,0.905
tree_1000_18,scale,0.916
tree_1000_18,vpsc,0.908
tree_1000_19,gtree,0.852
tree_1000_19,pfs,0.788
tree_1000_19,pfsp,0.845
tree_1000_19,prism,0.881
tree_1000_19,rwordle,0.902
tree_1000_19,scale,0.916
tree_1000_19,vpsc,0.898
tree_1000_1,gtree,0.881
tree_1000_1,pfs,0.791
tree_1000_1,pfsp,0.847
tree_1000_1,prism,0.894
tree_1000_1,rwordle,0.905
tree_1000_1,scale,0.917
tree_1000_1,vpsc,0.908
tree_1000_20,gtree,0.878
tree_1000_20,pfs,0.812
tree_1000_20,pfsp,0.856
tree_1000_20,prism,0.893
tree_1000_20,rwordle,0.905
tree_1000_20,scale,0.917
tree_1000_20,vpsc,0.908
tree_1000_21,gtree,0.87
tree_1000_21,pfs,0.806
tree_1000_21,pfsp,0.85
tree_1000_21,prism,0.891
tree_1000_21,rwordle,0.905
tree_1000_21,scale,0.917
tree_1000_21,vpsc,0.909
tree_1000_22,gtree,0.876
tree_1000_22,pfs,0.817
tree_1000_22,pfsp,0.858
tree_1000_22,prism,0.897
tree_1000_22,rwordle,0.905
tree_1000_22,scale,0.917
tree_1000_22,vpsc,0.908
tree_1000_23,gtree,0.863
tree_1000_23,pfs,0.808
tree_1000_23,pfsp,0.84
tree_1000_23,prism,0.891
tree_1000_23,rwordle,0.907
tree_1000_23,scale,0.917
tree_1000_23,vpsc,0.91
tree_1000_24,gtree,0.881
tree_1000_24,pfs,0.821
tree_1000_24,pfsp,0.864
tree_1000_24,prism,0.884
tree_1000_24,rwordle,0.906
tree_1000_24,scale,0.917
tree_1000_24,vpsc,0.91
tree_1000_25,gtree,0.842
tree_1000_25,pfs,0.793
tree_1000_25,pfsp,0.839
tree_1000_25,prism,0.886
tree_1000_25,rwordle,0.906
tree_1000_25,scale,0.917
tree_1000_25,vpsc,0.909
tree_1000_26,gtree,0.868
tree_1000_26,pfs,0.809
tree_1000_26,pfsp,0.851
tree_1000_26,prism,0.892
tree_1000_26,rwordle,0.905
tree_1000_26,scale,0.917
tree_1000_26,vpsc,0.908
tree_1000_27,gtree,0.863
tree_1000_27,pfs,0.793
tree_1000_27,pfsp,0.832
tree_1000_27,prism,0.891
tree_1000_27,rwordle,0.905
tree_1000_27,scale,0.917
tree_1000_27,vpsc,0.909
tree_1000_28,gtree,0.877
tree_1000_28,pfs,0.808
tree_1000_28,pfsp,0.855
tree_1000_28,prism,0.895
tree_1000_28,rwordle,0.905
tree_1000_28,scale,0.917
tree_1000_28,vpsc,0.909
tree_1000_29,gtree,0.864
tree_1000_29,pfs,0.797
tree_1000_29,pfsp,0.831
tree_1000_29,prism,0.884
tree_1000_29,rwordle,0.905
tree_1000_29,scale,0.917
tree_1000_29,vpsc,0.908
tree_1000_2,gtree,0.869
tree_1000_2,pfs,0.821
tree_1000_2,pfsp,0.868
tree_1000_2,prism,0.886
tree_1000_2,rwordle,0.901
tree_1000_2,scale,0.916
tree_1000_2,vpsc,0.903
tree_1000_30,gtree,0.878
tree_1000_30,pfs,0.801
tree_1000_30,pfsp,0.851
tree_1000_30,prism,0.893
tree_1000_30,rwordle,0.906
tree_1000_30,scale,0.917
tree_1000_30,vpsc,0.909
tree_1000_3,gtree,0.876
tree_1000_3,pfs,0.809
tree_1000_3,pfsp,0.858
tree_1000_3,prism,0.898
tree_1000_3,rwordle,0.905
tree_1000_3,scale,0.918
tree_1000_3,vpsc,0.91
tree_1000_4,gtree,0.875
tree_1000_4,pfs,0.802
tree_1000_4,pfsp,0.851
tree_1000_4,prism,0.892
tree_1000_4,rwordle,0.904
tree_1000_4,scale,0.917
tree_1000_4,vpsc,0.91
tree_1000_5,gtree,0.86
tree_1000_5,pfs,0.801
tree_1000_5,pfsp,0.842
tree_1000_5,prism,0.892
tree_1000_5,rwordle,0.903
tree_1000_5,scale,0.917
tree_1000_5,vpsc,0.907
tree_1000_6,gtree,0.866
tree_1000_6,pfs,0.8
tree_1000_6,pfsp,0.844
tree_1000_6,prism,0.876
tree_1000_6,rwordle,0.906
tree_1000_6,scale,0.917
tree_1000_6,vpsc,0.908
tree_1000_7,gtree,0.851
tree_1000_7,pfs,0.8
tree_1000_7,pfsp,0.843
tree_1000_7,prism,0.883
tree_1000_7,rwordle,0.905
tree_1000_7,scale,0.917
tree_1000_7,vpsc,0.909
tree_1000_8,gtree,0.865
tree_1000_8,pfs,0.807
tree_1000_8,pfsp,0.848
tree_1000_8,prism,0.884
tree_1000_8,rwordle,0.905
tree_1000_8,scale,0.917
tree_1000_8,vpsc,0.909
tree_1000_9,gtree,0.877
tree_1000_9,pfs,0.803
tree_1000_9,pfsp,0.848
tree_1000_9,prism,0.895
tree_1000_9,rwordle,0.906
tree_1000_9,scale,0.916
tree_1000_9,vpsc,0.91
tree_100_10,gtree,0.891
tree_100_10,pfs,0.884
tree_100_10,pfsp,0.904
tree_100_10,prism,0.901
tree_100_10,rwordle,0.915
tree_100_10,scale,0.924
tree_100_10,vpsc,0.92
tree_100_11,gtree,0.882
tree_100_11,pfs,0.876
tree_100_11,pfsp,0.908
tree_100_11,prism,0.905
tree_100_11,rwordle,0.915
tree_100_11,scale,0.921
tree_100_11,vpsc,0.923
tree_100_12,gtree,0.898
tree_100_12,pfs,0.884
tree_100_12,pfsp,0.906
tree_100_12,prism,0.902
tree_100_12,rwordle,0.916
tree_100_12,scale,0.924
tree_100_12,vpsc,0.926
tree_100_13,gtree,0.891
tree_100_13,pfs,0.884
tree_100_13,pfsp,0.904
tree_100_13,prism,0.901
tree_100_13,rwordle,0.915
tree_100_13,scale,0.924
tree_100_13,vpsc,0.92
tree_100_14,gtree,0.888
tree_100_14,pfs,0.887
tree_100_14,pfsp,0.912
tree_100_14,prism,0.909
tree_100_14,rwordle,0.916
tree_100_14,scale,0.926
tree_100_14,vpsc,0.929
tree_100_15,gtree,0.901
tree_100_15,pfs,0.891
tree_100_15,pfsp,0.911
tree_100_15,prism,0.909
tree_100_15,rwordle,0.917
tree_100_15,scale,0.921
tree_100_15,vpsc,0.93
tree_100_16,gtree,0.901
tree_100_16,pfs,0.882
tree_100_16,pfsp,0.91
tree_100_16,prism,0.908
tree_100_16,rwordle,0.913
tree_100_16,scale,0.919
tree_100_16,vpsc,0.925
tree_100_17,gtree,0.899
tree_100_17,pfs,0.898
tree_100_17,pfsp,0.91
tree_100_17,prism,0.905
tree_100_17,rwordle,0.914
tree_100_17,scale,0.922
tree_100_17,vpsc,0.925
tree_100_18,gtree,0.901
tree_100_18,pfs,0.882
tree_100_18,pfsp,0.91
tree_100_18,prism,0.908
tree_100_18,rwordle,0.913
tree_100_18,scale,0.919
tree_100_18,vpsc,0.925
tree_100_19,gtree,0.899
tree_100_19,pfs,0.898
tree_100_19,pfsp,0.91
tree_100_19,prism,0.905
tree_100_19,rwordle,0.914
tree_100_19,scale,0.922
tree_100_19,vpsc,0.925
tree_100_1,gtree,0.893
tree_100_1,pfs,0.884
tree_100_1,pfsp,0.909
tree_100_1,prism,0.906
tree_100_1,rwordle,0.916
tree_100_1,scale,0.918
tree_100_1,vpsc,0.924
tree_100_20,gtree,0.89
tree_100_20,pfs,0.89
tree_100_20,pfsp,0.911
tree_100_20,prism,0.91
tree_100_20,rwordle,0.917
tree_100_20,scale,0.922
tree_100_20,vpsc,0.928
tree_100_21,gtree,0.895
tree_100_21,pfs,0.88
tree_100_21,pfsp,0.908
tree_100_21,prism,0.905
tree_100_21,rwordle,0.908
tree_100_21,scale,0.92
tree_100_21,vpsc,0.915
tree_100_22,gtree,0.893
tree_100_22,pfs,0.878
tree_100_22,pfsp,0.906
tree_100_22,prism,0.899
tree_100_22,rwordle,0.908
tree_100_22,scale,0.922
tree_100_22,vpsc,0.915
tree_100_23,gtree,0.898
tree_100_23,pfs,0.884
tree_100_23,pfsp,0.91
tree_100_23,prism,0.902
tree_100_23,rwordle,0.915
tree_100_23,scale,0.926
tree_100_23,vpsc,0.929
tree_100_24,gtree,0.891
tree_100_24,pfs,0.884
tree_100_24,pfsp,0.907
tree_100_24,prism,0.901
tree_100_24,rwordle,0.909
tree_100_24,scale,0.921
tree_100_24,vpsc,0.921
tree_100_25,gtree,0.9
tree_100_25,pfs,0.886
tree_100_25,pfsp,0.91
tree_100_25,prism,0.907
tree_100_25,rwordle,0.911
tree_100_25,scale,0.924
tree_100_25,vpsc,0.918
tree_100_26,gtree,0.896
tree_100_26,pfs,0.899
tree_100_26,pfsp,0.916
tree_100_26,prism,0.91
tree_100_26,rwordle,0.922
tree_100_26,scale,0.926
tree_100_26,vpsc,0.934
tree_100_27,gtree,0.903
tree_100_27,pfs,0.9
tree_100_27,pfsp,0.92
tree_100_27,prism,0.913
tree_100_27,rwordle,0.916
tree_100_27,scale,0.928
tree_100_27,vpsc,0.937
tree_100_28,gtree,0.901
tree_100_28,pfs,0.907
tree_100_28,pfsp,0.919
tree_100_28,prism,0.908
tree_100_28,rwordle,0.918
tree_100_28,scale,0.926
tree_100_28,vpsc,0.936
tree_100_29,gtree,0.898
tree_100_29,pfs,0.893
tree_100_29,pfsp,0.913
tree_100_29,prism,0.908
tree_100_29,rwordle,0.916
tree_100_29,scale,0.925
tree_100_29,vpsc,0.932
tree_100_2,gtree,0.897
tree_100_2,pfs,0.895
tree_100_2,pfsp,0.913
tree_100_2,prism,0.904
tree_100_2,rwordle,0.917
tree_100_2,scale,0.926
tree_100_2,vpsc,0.923
tree_100_30,gtree,0.892
tree_100_30,pfs,0.875
tree_100_30,pfsp,0.907
tree_100_30,prism,0.898
tree_100_30,rwordle,0.915
tree_100_30,scale,0.922
tree_100_30,vpsc,0.924
tree_100_3,gtree,0.895
tree_100_3,pfs,0.9
tree_100_3,pfsp,0.913
tree_100_3,prism,0.909
tree_100_3,rwordle,0.921
tree_100_3,scale,0.926
tree_100_3,vpsc,0.936
tree_100_4,gtree,0.897
tree_100_4,pfs,0.889
tree_100_4,pfsp,0.911
tree_100_4,prism,0.91
tree_100_4,rwordle,0.918
tree_100_4,scale,0.925
tree_100_4,vpsc,0.926
tree_100_5,gtree,0.9
tree_100_5,pfs,0.867
tree_100_5,pfsp,0.902
tree_100_5,prism,0.904
tree_100_5,rwordle,0.913
tree_100_5,scale,0.923
tree_100_5,vpsc,0.914
tree_100_6,gtree,0.892
tree_100_6,pfs,0.889
tree_100_6,pfsp,0.913
tree_100_6,prism,0.907
tree_100_6,rwordle,0.918
tree_100_6,scale,0.926
tree_100_6,vpsc,0.931
tree_100_7,gtree,0.9
tree_100_7,pfs,0.892
tree_100_7,pfsp,0.907
tree_100_7,prism,0.906
tree_100_7,rwordle,0.916
tree_100_7,scale,0.922
tree_100_7,vpsc,0.925
tree_100_8,gtree,0.904
tree_100_8,pfs,0.891
tree_100_8,pfsp,0.911
tree_100_8,prism,0.91
tree_100_8,rwordle,0.917
tree_100_8,scale,0.922
tree_100_8,vpsc,0.918
tree_100_9,gtree,0.898
tree_100_9,pfs,0.884
tree_100_9,pfsp,0.906
tree_100_9,prism,0.902
tree_100_9,rwordle,0.916
tree_100_9,scale,0.924
tree_100_9,vpsc,0.926
tree_10_10,gtree,0.958
tree_10_10,pfs,0.958
tree_10_10,pfsp,0.958
tree_10_10,prism,0.958
tree_10_10,rwordle,0.958
tree_10_10,scale,0.958
tree_10_10,vpsc,0.958
tree_10_11,gtree,0.958
tree_10_11,pfs,0.958
tree_10_11,pfsp,0.958
tree_10_11,prism,0.958
tree_10_11,rwordle,0.958
tree_10_11,scale,0.958
tree_10_11,vpsc,0.958
tree_10_12,gtree,0.958
tree_10_12,pfs,0.958
tree_10_12,pfsp,0.958
tree_10_12,prism,0.958
tree_10_12,rwordle,0.958
tree_10_12,scale,0.958
tree_10_12,vpsc,0.958
tree_10_13,gtree,0.958
tree_10_13,pfs,0.958
tree_10_13,pfsp,0.958
tree_10_13,prism,0.958
tree_10_13,rwordle,0.958
tree_10_13,scale,0.958
tree_10_13,vpsc,0.958
tree_10_14,gtree,0.958
tree_10_14,pfs,0.958
tree_10_14,pfsp,0.958
tree_10_14,prism,0.958
tree_10_14,rwordle,0.958
tree_10_14,scale,0.958
tree_10_14,vpsc,0.958
tree_10_15,gtree,0.958
tree_10_15,pfs,0.958
tree_10_15,pfsp,0.958
tree_10_15,prism,0.958
tree_10_15,rwordle,0.958
tree_10_15,scale,0.958
tree_10_15,vpsc,0.958
tree_10_16,gtree,0.958
tree_10_16,pfs,0.958
tree_10_16,pfsp,0.958
tree_10_16,prism,0.958
tree_10_16,rwordle,0.958
tree_10_16,scale,0.958
tree_10_16,vpsc,0.958
tree_10_17,gtree,0.958
tree_10_17,pfs,0.958
tree_10_17,pfsp,0.958
tree_10_17,prism,0.958
tree_10_17,rwordle,0.958
tree_10_17,scale,0.958
tree_10_17,vpsc,0.958
tree_10_18,gtree,0.958
tree_10_18,pfs,0.958
tree_10_18,pfsp,0.958
tree_10_18,prism,0.958
tree_10_18,rwordle,0.958
tree_10_18,scale,0.958
tree_10_18,vpsc,0.958
tree_10_19,gtree,0.958
tree_10_19,pfs,0.958
tree_10_19,pfsp,0.958
tree_10_19,prism,0.958
tree_10_19,rwordle,0.958
tree_10_19,scale,0.958
tree_10_19,vpsc,0.958
tree_10_1,gtree,0.958
tree_10_1,pfs,0.958
tree_10_1,pfsp,0.958
tree_10_1,prism,0.958
tree_10_1,rwordle,0.958
tree_10_1,scale,0.958
tree_10_1,vpsc,0.958
tree_10_20,gtree,0.958
tree_10_20,pfs,0.958
tree_10_20,pfsp,0.958
tree_10_20,prism,0.958
tree_10_20,rwordle,0.958
tree_10_20,scale,0.958
tree_10_20,vpsc,0.958
tree_10_21,gtree,0.958
tree_10_21,pfs,0.958
tree_10_21,pfsp,0.958
tree_10_21,prism,0.958
tree_10_21,rwordle,0.958
tree_10_21,scale,0.958
tree_10_21,vpsc,0.958
tree_10_22,gtree,0.958
tree_10_22,pfs,0.958
tree_10_22,pfsp,0.958
tree_10_22,prism,0.958
tree_10_22,rwordle,0.958
tree_10_22,scale,0.958
tree_10_22,vpsc,0.958
tree_10_23,gtree,0.958
tree_10_23,pfs,0.958
tree_10_23,pfsp,0.958
tree_10_23,prism,0.958
tree_10_23,rwordle,0.958
tree_10_23,scale,0.958
tree_10_23,vpsc,0.958
tree_10_24,gtree,0.958
tree_10_24,pfs,0.958
tree_10_24,pfsp,0.958
tree_10_24,prism,0.958
tree_10_24,rwordle,0.958
tree_10_24,scale,0.958
tree_10_24,vpsc,0.958
tree_10_25,gtree,0.958
tree_10_25,pfs,0.958
tree_10_25,pfsp,0.958
tree_10_25,prism,0.958
tree_10_25,rwordle,0.958
tree_10_25,scale,0.958
tree_10_25,vpsc,0.958
tree_10_26,gtree,0.958
tree_10_26,pfs,0.958
tree_10_26,pfsp,0.958
tree_10_26,prism,0.958
tree_10_26,rwordle,0.958
tree_10_26,scale,0.958
tree_10_26,vpsc,0.958
tree_10_27,gtree,0.958
tree_10_27,pfs,0.958
tree_10_27,pfsp,0.958
tree_10_27,prism,0.958
tree_10_27,rwordle,0.958
tree_10_27,scale,0.958
tree_10_27,vpsc,0.958
tree_10_28,gtree,0.958
tree_10_28,pfs,0.958
tree_10_28,pfsp,0.958
tree_10_28,prism,0.958
tree_10_28,rwordle,0.958
tree_10_28,scale,0.958
tree_10_28,vpsc,0.958
tree_10_29,gtree,0.958
tree_10_29,pfs,0.958
tree_10_29,pfsp,0.958
tree_10_29,prism,0.958
tree_10_29,rwordle,0.958
tree_10_29,scale,0.958
tree_10_29,vpsc,0.958
tree_10_2,gtree,0.958
tree_10_2,pfs,0.958
tree_10_2,pfsp,0.958
tree_10_2,prism,0.958
tree_10_2,rwordle,0.958
tree_10_2,scale,0.958
tree_10_2,vpsc,0.958
tree_10_30,gtree,0.958
tree_10_30,pfs,0.958
tree_10_30,pfsp,0.958
tree_10_30,prism,0.958
tree_10_30,rwordle,0.958
tree_10_30,scale,0.958
tree_10_30,vpsc,0.958
tree_10_3,gtree,0.958
tree_10_3,pfs,0.958
tree_10_3,pfsp,0.958
tree_10_3,prism,0.958
tree_10_3,rwordle,0.958
tree_10_3,scale,0.958
tree_10_3,vpsc,0.958
tree_10_4,gtree,0.958
tree_10_4,pfs,0.958
tree_10_4,pfsp,0.958
tree_10_4,prism,0.958
tree_10_4,rwordle,0.958
tree_10_4,scale,0.958
tree_10_4,vpsc,0.958
tree_10_5,gtree,0.958
tree_10_5,pfs,0.958
tree_10_5,pfsp,0.958
tree_10_5,prism,0.958
tree_10_5,rwordle,0.958
tree_10_5,scale,0.958
tree_10_5,vpsc,0.958
tree_10_6,gtree,0.958
tree_10_6,pfs,0.958
tree_10_6,pfsp,0.958
tree_10_6,prism,0.958
tree_10_6,rwordle,0.958
tree_10_6,scale,0.958
tree_10_6,vpsc,0.958
tree_10_7,gtree,0.958
tree_10_7,pfs,0.958
tree_10_7,pfsp,0.958
tree_10_7,prism,0.958
tree_10_7,rwordle,0.958
tree_10_7,scale,0.958
tree_10_7,vpsc,0.958
tree_10_8,gtree,0.958
tree_10_8,pfs,0.958
tree_10_8,pfsp,0.958
tree_10_8,prism,0.958
tree_10_8,rwordle,0.958
tree_10_8,scale,0.958
tree_10_8,vpsc,0.958
tree_10_9,gtree,0.958
tree_10_9,pfs,0.958
tree_10_9,pfsp,0.958
tree_10_9,prism,0.958
tree_10_9,rwordle,0.958
tree_10_9,scale,0.958
tree_10_9,vpsc,0.958
tree_200_10,gtree,0.881
tree_200_10,pfs,0.85
tree_200_10,pfsp,0.89
tree_200_10,prism,0.899
tree_200_10,rwordle,0.911
tree_200_10,scale,0.918
tree_200_10,vpsc,0.916
tree_200_11,gtree,0.895
tree_200_11,pfs,0.851
tree_200_11,pfsp,0.891
tree_200_11,prism,0.903
tree_200_11,rwordle,0.907
tree_200_11,scale,0.92
tree_200_11,vpsc,0.909
tree_200_12,gtree,0.892
tree_200_12,pfs,0.854
tree_200_12,pfsp,0.88
tree_200_12,prism,0.899
tree_200_12,rwordle,0.912
tree_200_12,scale,0.917
tree_200_12,vpsc,0.918
tree_200_13,gtree,0.891
tree_200_13,pfs,0.858
tree_200_13,pfsp,0.893
tree_200_13,prism,0.901
tree_200_13,rwordle,0.908
tree_200_13,scale,0.919
tree_200_13,vpsc,0.92
tree_200_14,gtree,0.893
tree_200_14,pfs,0.845
tree_200_14,pfsp,0.879
tree_200_14,prism,0.899
tree_200_14,rwordle,0.91
tree_200_14,scale,0.918
tree_200_14,vpsc,0.914
tree_200_15,gtree,0.868
tree_200_15,pfs,0.86
tree_200_15,pfsp,0.879
tree_200_15,prism,0.897
tree_200_15,rwordle,0.912
tree_200_15,scale,0.92
tree_200_15,vpsc,0.92
tree_200_16,gtree,0.872
tree_200_16,pfs,0.857
tree_200_16,pfsp,0.885
tree_200_16,prism,0.896
tree_200_16,rwordle,0.911
tree_200_16,scale,0.92
tree_200_16,vpsc,0.918
tree_200_17,gtree,0.888
tree_200_17,pfs,0.854
tree_200_17,pfsp,0.884
tree_200_17,prism,0.893
tree_200_17,rwordle,0.911
tree_200_17,scale,0.918
tree_200_17,vpsc,0.917
tree_200_18,gtree,0.879
tree_200_18,pfs,0.861
tree_200_18,pfsp,0.877
tree_200_18,prism,0.897
tree_200_18,rwordle,0.912
tree_200_18,scale,0.919
tree_200_18,vpsc,0.919
tree_200_19,gtree,0.888
tree_200_19,pfs,0.871
tree_200_19,pfsp,0.904
tree_200_19,prism,0.902
tree_200_19,rwordle,0.911
tree_200_19,scale,0.922
tree_200_19,vpsc,0.922
tree_200_1,gtree,0.899
tree_200_1,pfs,0.866
tree_200_1,pfsp,0.902
tree_200_1,prism,0.905
tree_200_1,rwordle,0.912
tree_200_1,scale,0.92
tree_200_1,vpsc,0.92
tree_200_20,gtree,0.892
tree_200_20,pfs,0.845
tree_200_20,pfsp,0.866
tree_200_20,prism,0.9
tree_200_20,rwordle,0.907
tree_200_20,scale,0.919
tree_200_20,vpsc,0.914
tree_200_21,gtree,0.893
tree_200_21,pfs,0.864
tree_200_21,pfsp,0.896
tree_200_21,prism,0.902
tree_200_21,rwordle,0.909
tree_200_21,scale,0.919
tree_200_21,vpsc,0.919
tree_200_22,gtree,0.885
tree_200_22,pfs,0.861
tree_200_22,pfsp,0.888
tree_200_22,prism,0.898
tree_200_22,rwordle,0.912
tree_200_22,scale,0.922
tree_200_22,vpsc,0.921
tree_200_23,gtree,0.89
tree_200_23,pfs,0.866
tree_200_23,pfsp,0.884
tree_200_23,prism,0.905
tree_200_23,rwordle,0.912
tree_200_23,scale,0.92
tree_200_23,vpsc,0.916
tree_200_24,gtree,0.896
tree_200_24,pfs,0.875
tree_200_24,pfsp,0.898
tree_200_24,prism,0.903
tree_200_24,rwordle,0.912
tree_200_24,scale,0.922
tree_200_24,vpsc,0.924
tree_200_25,gtree,0.891
tree_200_25,pfs,0.857
tree_200_25,pfsp,0.884
tree_200_25,prism,0.899
tree_200_25,rwordle,0.91
tree_200_25,scale,0.92
tree_200_25,vpsc,0.915
tree_200_26,gtree,0.896
tree_200_26,pfs,0.868
tree_200_26,pfsp,0.898
tree_200_26,prism,0.902
tree_200_26,rwordle,0.912
tree_200_26,scale,0.918
tree_200_26,vpsc,0.923
tree_200_27,gtree,0.887
tree_200_27,pfs,0.849
tree_200_27,pfsp,0.87
tree_200_27,prism,0.9
tree_200_27,rwordle,0.912
tree_200_27,scale,0.918
tree_200_27,vpsc,0.916
tree_200_28,gtree,0.88
tree_200_28,pfs,0.844
tree_200_28,pfsp,0.863
tree_200_28,prism,0.893
tree_200_28,rwordle,0.911
tree_200_28,scale,0.92
tree_200_28,vpsc,0.917
tree_200_29,gtree,0.886
tree_200_29,pfs,0.841
tree_200_29,pfsp,0.862
tree_200_29,prism,0.897
tree_200_29,rwordle,0.911
tree_200_29,scale,0.917
tree_200_29,vpsc,0.917
tree_200_2,gtree,0.88
tree_200_2,pfs,0.849
tree_200_2,pfsp,0.882
tree_200_2,prism,0.898
tree_200_2,rwordle,0.912
tree_200_2,scale,0.922
tree_200_2,vpsc,0.918
tree_200_30,gtree,0.885
tree_200_30,pfs,0.858
tree_200_30,pfsp,0.883
tree_200_30,prism,0.898
tree_200_30,rwordle,0.909
tree_200_30,scale,0.92
tree_200_30,vpsc,0.916
tree_200_3,gtree,0.891
tree_200_3,pfs,0.864
tree_200_3,pfsp,0.897
tree_200_3,prism,0.898
tree_200_3,rwordle,0.912
tree_200_3,scale,0.92
tree_200_3,vpsc,0.921
tree_200_4,gtree,0.889
tree_200_4,pfs,0.878
tree_200_4,pfsp,0.905
tree_200_4,prism,0.904
tree_200_4,rwordle,0.912
tree_200_4,scale,0.921
tree_200_4,vpsc,0.921
tree_200_5,gtree,0.872
tree_200_5,pfs,0.869
