filename,algorithm,GQS
pa_20_19,rwordle,0.902
pa_20_19,scale,0.916
pa_20_19,vpsc,0.896
pa_20_1,gtree,0.89
pa_20_1,pfs,0.885
pa_20_1,pfsp,0.896
pa_20_1,prism,0.861
pa_20_1,rwordle,0.903
pa_20_1,scale,0.913
pa_20_1,vpsc,0.906
pa_20_20,gtree,0.878
pa_20_20,pfs,0.837
pa_20_20,pfsp,0.889
pa_20_20,prism,0.869
pa_20_20,rwordle,0.902
pa_20_20,scale,0.916
pa_20_20,vpsc,0.896
pa_20_21,gtree,0.857
pa_20_21,pfs,0.857
pa_20_21,pfsp,0.856
pa_20_21,prism,0.874
pa_20_21,rwordle,0.904
pa_20_21,scale,0.908
pa_20_21,vpsc,0.903
pa_20_22,gtree,0.857
pa_20_22,pfs,0.857
pa_20_22,pfsp,0.856
pa_20_22,prism,0.874
pa_20_22,rwordle,0.904
pa_20_22,scale,0.908
pa_20_22,vpsc,0.903
pa_20_23,gtree,0.881
pa_20_23,pfs,0.875
pa_20_23,pfsp,0.893
pa_20_23,prism,0.867
pa_20_23,rwordle,0.906
pa_20_23,scale,0.923
pa_20_23,vpsc,0.905
pa_20_24,gtree,0.878
pa_20_24,pfs,0.837
pa_20_24,pfsp,0.889
pa_20_24,prism,0.869
pa_20_24,rwordle,0.902
pa_20_24,scale,0.916
pa_20_24,vpsc,0.896
pa_20_25,gtree,0.857
pa_20_25,pfs,0.857
pa_20_25,pfsp,0.856
pa_20_25,prism,0.874
pa_20_25,rwordle,0.904
pa_20_25,scale,0.908
pa_20_25,vpsc,0.903
pa_20_26,gtree,0.857
pa_20_26,pfs,0.857
pa_20_26,pfsp,0.856
pa_20_26,prism,0.874
pa_20_26,rwordle,0.904
pa_20_26,scale,0.908
pa_20_26,vpsc,0.903
pa_20_27,gtree,0.876
pa_20_27,pfs,0.858
pa_20_27,pfsp,0.869
pa_20_27,prism,0.862
pa_20_27,rwordle,0.914
pa_20_27,scale,0.923
pa_20_27,vpsc,0.917
pa_20_28,gtree,0.876
pa_20_28,pfs,0.858
pa_20_28,pfsp,0.869
pa_20_28,prism,0.862
pa_20_28,rwordle,0.914
pa_20_28,scale,0.923
pa_20_28,vpsc,0.917
pa_20_29,gtree,0.886
pa_20_29,pfs,0.857
pa_20_29,pfsp,0.879
pa_20_29,prism,0.859
pa_20_29,rwordle,0.895
pa_20_29,scale,0.921
pa_20_29,vpsc,0.907
pa_20_2,gtree,0.863
pa_20_2,pfs,0.87
pa_20_2,pfsp,0.893
pa_20_2,prism,0.889
pa_20_2,rwordle,0.903
pa_20_2,scale,0.913
pa_20_2,vpsc,0.899
pa_20_30,gtree,0.886
pa_20_30,pfs,0.857
pa_20_30,pfsp,0.879
pa_20_30,prism,0.859
pa_20_30,rwordle,0.895
pa_20_30,scale,0.921
pa_20_30,vpsc,0.907
pa_20_3,gtree,0.863
pa_20_3,pfs,0.87
pa_20_3,pfsp,0.893
pa_20_3,prism,0.889
pa_20_3,rwordle,0.903
pa_20_3,scale,0.913
pa_20_3,vpsc,0.899
pa_20_4,gtree,0.863
pa_20_4,pfs,0.87
pa_20_4,pfsp,0.893
pa_20_4,prism,0.889
pa_20_4,rwordle,0.903
pa_20_4,scale,0.913
pa_20_4,vpsc,0.899
pa_20_5,gtree,0.885
pa_20_5,pfs,0.85
pa_20_5,pfsp,0.879
pa_20_5,prism,0.871
pa_20_5,rwordle,0.902
pa_20_5,scale,0.921
pa_20_5,vpsc,0.896
pa_20_6,gtree,0.863
pa_20_6,pfs,0.87
pa_20_6,pfsp,0.893
pa_20_6,prism,0.889
pa_20_6,rwordle,0.903
pa_20_6,scale,0.913
pa_20_6,vpsc,0.899
pa_20_7,gtree,0.881
pa_20_7,pfs,0.875
pa_20_7,pfsp,0.893
pa_20_7,prism,0.867
pa_20_7,rwordle,0.906
pa_20_7,scale,0.923
pa_20_7,vpsc,0.905
pa_20_8,gtree,0.878
pa_20_8,pfs,0.837
pa_20_8,pfsp,0.889
pa_20_8,prism,0.869
pa_20_8,rwordle,0.902
pa_20_8,scale,0.916
pa_20_8,vpsc,0.896
pa_20_9,gtree,0.878
pa_20_9,pfs,0.837
pa_20_9,pfsp,0.889
pa_20_9,prism,0.869
pa_20_9,rwordle,0.902
pa_20_9,scale,0.916
pa_20_9,vpsc,0.896
pa_500_10,gtree,0.843
pa_500_10,pfs,0.774
pa_500_10,pfsp,0.847
pa_500_10,prism,0.82
pa_500_10,rwordle,0.844
pa_500_10,scale,0.905
pa_500_10,vpsc,0.709
pa_500_11,gtree,0.848
pa_500_11,pfs,0.771
pa_500_11,pfsp,0.842
pa_500_11,prism,0.824
pa_500_11,rwordle,0.834
pa_500_11,scale,0.903
pa_500_11,vpsc,0.707
pa_500_12,gtree,0.85
pa_500_12,pfs,0.773
pa_500_12,pfsp,0.85
pa_500_12,prism,0.818
pa_500_12,rwordle,0.841
pa_500_12,scale,0.905
pa_500_12,vpsc,0.715
pa_500_13,gtree,0.843
pa_500_13,pfs,0.775
pa_500_13,pfsp,0.843
pa_500_13,prism,0.82
pa_500_13,rwordle,0.849
pa_500_13,scale,0.904
pa_500_13,vpsc,0.716
pa_500_14,gtree,0.861
pa_500_14,pfs,0.777
pa_500_14,pfsp,0.852
pa_500_14,prism,0.828
pa_500_14,rwordle,0.848
pa_500_14,scale,0.904
pa_500_14,vpsc,0.709
pa_500_15,gtree,0.86
pa_500_15,pfs,0.778
pa_500_15,pfsp,0.847
pa_500_15,prism,0.835
pa_500_15,rwordle,0.843
pa_500_15,scale,0.905
pa_500_15,vpsc,0.723
pa_500_16,gtree,0.854
pa_500_16,pfs,0.778
pa_500_16,pfsp,0.85
pa_500_16,prism,0.821
pa_500_16,rwordle,0.848
pa_500_16,scale,0.903
pa_500_16,vpsc,0.704
pa_500_17,gtree,0.858
pa_500_17,pfs,0.778
pa_500_17,pfsp,0.858
pa_500_17,prism,0.823
pa_500_17,rwordle,0.844
pa_500_17,scale,0.903
pa_500_17,vpsc,0.708
pa_500_18,gtree,0.851
pa_500_18,pfs,0.778
pa_500_18,pfsp,0.855
pa_500_18,prism,0.834
pa_500_18,rwordle,0.845
pa_500_18,scale,0.904
pa_500_18,vpsc,0.711
pa_500_19,gtree,0.866
pa_500_19,pfs,0.775
pa_500_19,pfsp,0.848
pa_500_19,prism,0.818
pa_500_19,rwordle,0.846
pa_500_19,scale,0.904
pa_500_19,vpsc,0.712
pa_500_1,gtree,0.845
pa_500_1,pfs,0.777
pa_500_1,pfsp,0.838
pa_500_1,prism,0.835
pa_500_1,rwordle,0.849
pa_500_1,scale,0.905
pa_500_1,vpsc,0.721
pa_500_20,gtree,0.835
pa_500_20,pfs,0.774
pa_500_20,pfsp,0.851
pa_500_20,prism,0.833
pa_500_20,rwordle,0.848
pa_500_20,scale,0.902
pa_500_20,vpsc,0.711
pa_500_21,gtree,0.85
pa_500_21,pfs,0.772
pa_500_21,pfsp,0.845
pa_500_21,prism,0.809
pa_500_21,rwordle,0.847
pa_500_21,scale,0.905
pa_500_21,vpsc,0.721
pa_500_22,gtree,0.828
pa_500_22,pfs,0.773
pa_500_22,pfsp,0.838
pa_500_22,prism,0.809
pa_500_22,rwordle,0.847
pa_500_22,scale,0.905
pa_500_22,vpsc,0.723
pa_500_23,gtree,0.855
pa_500_23,pfs,0.776
pa_500_23,pfsp,0.845
pa_500_23,prism,0.824
pa_500_23,rwordle,0.832
pa_500_23,scale,0.905
pa_500_23,vpsc,0.715
pa_500_24,gtree,0.856
pa_500_24,pfs,0.779
pa_500_24,pfsp,0.861
pa_500_24,prism,0.82
pa_500_24,rwordle,0.844
pa_500_24,scale,0.905
pa_500_24,vpsc,0.713
pa_500_25,gtree,0.83
pa_500_25,pfs,0.775
pa_500_25,pfsp,0.846
pa_500_25,prism,0.823
pa_500_25,rwordle,0.85
pa_500_25,scale,0.906
pa_500_25,vpsc,0.712
pa_500_26,gtree,0.86
pa_500_26,pfs,0.776
pa_500_26,pfsp,0.846
pa_500_26,prism,0.818
pa_500_26,rwordle,0.843
pa_500_26,scale,0.905
pa_500_26,vpsc,0.718
pa_500_27,gtree,0.847
pa_500_27,pfs,0.783
pa_500_27,pfsp,0.864
pa_500_27,prism,0.83
pa_500_27,rwordle,0.832
pa_500_27,scale,0.907
pa_500_27,vpsc,0.705
pa_500_28,gtree,0.846
pa_500_28,pfs,0.778
pa_500_28,pfsp,0.851
pa_500_28,prism,0.817
pa_500_28,rwordle,0.848
pa_500_28,scale,0.905
pa_500_28,vpsc,0.717
pa_500_29,gtree,0.842
pa_500_29,pfs,0.772
pa_500_29,pfsp,0.856
pa_500_29,prism,0.827
pa_500_29,rwordle,0.849
pa_500_29,scale,0.904
pa_500_29,vpsc,0.712
pa_500_2,gtree,0.848
pa_500_2,pfs,0.776
pa_500_2,pfsp,0.851
pa_500_2,prism,0.828
pa_500_2,rwordle,0.847
pa_500_2,scale,0.905
pa_500_2,vpsc,0.716
pa_500_30,gtree,0.849
pa_500_30,pfs,0.776
pa_500_30,pfsp,0.848
pa_500_30,prism,0.832
pa_500_30,rwordle,0.843
pa_500_30,scale,0.904
pa_500_30,vpsc,0.705
pa_500_3,gtree,0.85
pa_500_3,pfs,0.765
pa_500_3,pfsp,0.836
pa_500_3,prism,0.803
pa_500_3,rwordle,0.848
pa_500_3,scale,0.902
pa_500_3,vpsc,0.718
pa_500_4,gtree,0.844
pa_500_4,pfs,0.777
pa_500_4,pfsp,0.844
pa_500_4,prism,0.816
pa_500_4,rwordle,0.848
pa_500_4,scale,0.904
pa_500_4,vpsc,0.719
pa_500_5,gtree,0.854
pa_500_5,pfs,0.78
pa_500_5,pfsp,0.851
pa_500_5,prism,0.823
pa_500_5,rwordle,0.843
pa_500_5,scale,0.904
pa_500_5,vpsc,0.715
pa_500_6,gtree,0.842
pa_500_6,pfs,0.774
pa_500_6,pfsp,0.855
pa_500_6,prism,0.822
pa_500_6,rwordle,0.848
pa_500_6,scale,0.904
pa_500_6,vpsc,0.712
pa_500_7,gtree,0.841
pa_500_7,pfs,0.768
pa_500_7,pfsp,0.835
pa_500_7,prism,0.8
pa_500_7,rwordle,0.84
pa_500_7,scale,0.903
pa_500_7,vpsc,0.7
pa_500_8,gtree,0.84
pa_500_8,pfs,0.778
pa_500_8,pfsp,0.85
pa_500_8,prism,0.827
pa_500_8,rwordle,0.842
pa_500_8,scale,0.904
pa_500_8,vpsc,0.712
pa_500_9,gtree,0.848
pa_500_9,pfs,0.779
pa_500_9,pfsp,0.857
pa_500_9,prism,0.824
pa_500_9,rwordle,0.835
pa_500_9,scale,0.904
pa_500_9,vpsc,0.713
pa_50_10,gtree,0.87
pa_50_10,pfs,0.801
pa_50_10,pfsp,0.854
pa_50_10,prism,0.839
pa_50_10,rwordle,0.887
pa_50_10,scale,0.91
pa_50_10,vpsc,0.839
pa_50_11,gtree,0.87
pa_50_11,pfs,0.796
pa_50_11,pfsp,0.873
pa_50_11,prism,0.852
pa_50_11,rwordle,0.891
pa_50_11,scale,0.909
pa_50_11,vpsc,0.813
pa_50_12,gtree,0.868
pa_50_12,pfs,0.823
pa_50_12,pfsp,0.875
pa_50_12,prism,0.881
pa_50_12,rwordle,0.892
pa_50_12,scale,0.911
pa_50_12,vpsc,0.844
pa_50_13,gtree,0.87
pa_50_13,pfs,0.801
pa_50_13,pfsp,0.854
pa_50_13,prism,0.839
pa_50_13,rwordle,0.887
pa_50_13,scale,0.91
pa_50_13,vpsc,0.839
pa_50_14,gtree,0.87
pa_50_14,pfs,0.801
pa_50_14,pfsp,0.854
pa_50_14,prism,0.839
pa_50_14,rwordle,0.887
pa_50_14,scale,0.91
pa_50_14,vpsc,0.839
pa_50_15,gtree,0.868
pa_50_15,pfs,0.823
pa_50_15,pfsp,0.875
pa_50_15,prism,0.881
pa_50_15,rwordle,0.892
pa_50_15,scale,0.911
pa_50_15,vpsc,0.844
pa_50_16,gtree,0.87
pa_50_16,pfs,0.801
pa_50_16,pfsp,0.854
pa_50_16,prism,0.839
pa_50_16,rwordle,0.887
pa_50_16,scale,0.91
pa_50_16,vpsc,0.839
pa_50_17,gtree,0.87
pa_50_17,pfs,0.796
pa_50_17,pfsp,0.873
pa_50_17,prism,0.852
pa_50_17,rwordle,0.891
pa_50_17,scale,0.909
pa_50_17,vpsc,0.813
pa_50_18,gtree,0.87
pa_50_18,pfs,0.801
pa_50_18,pfsp,0.854
pa_50_18,prism,0.839
pa_50_18,rwordle,0.887
pa_50_18,scale,0.91
pa_50_18,vpsc,0.839
pa_50_19,gtree,0.862
pa_50_19,pfs,0.784
pa_50_19,pfsp,0.847
pa_50_19,prism,0.846
pa_50_19,rwordle,0.886
pa_50_19,scale,0.909
pa_50_19,vpsc,0.845
pa_50_1,gtree,0.874
pa_50_1,pfs,0.804
pa_50_1,pfsp,0.861
pa_50_1,prism,0.834
pa_50_1,rwordle,0.882
pa_50_1,scale,0.905
pa_50_1,vpsc,0.839
pa_50_20,gtree,0.862
pa_50_20,pfs,0.784
pa_50_20,pfsp,0.847
pa_50_20,prism,0.846
pa_50_20,rwordle,0.886
pa_50_20,scale,0.909
pa_50_20,vpsc,0.845
pa_50_21,gtree,0.876
pa_50_21,pfs,0.81
pa_50_21,pfsp,0.857
pa_50_21,prism,0.848
pa_50_21,rwordle,0.893
pa_50_21,scale,0.91
pa_50_21,vpsc,0.842
pa_50_22,gtree,0.876
pa_50_22,pfs,0.81
pa_50_22,pfsp,0.857
pa_50_22,prism,0.848
pa_50_22,rwordle,0.893
pa_50_22,scale,0.91
pa_50_22,vpsc,0.842
pa_50_23,gtree,0.872
pa_50_23,pfs,0.795
pa_50_23,pfsp,0.88
pa_50_23,prism,0.865
pa_50_23,rwordle,0.89
pa_50_23,scale,0.909
pa_50_23,vpsc,0.821
pa_50_24,gtree,0.862
pa_50_24,pfs,0.784
pa_50_24,pfsp,0.847
pa_50_24,prism,0.846
pa_50_24,rwordle,0.886
pa_50_24,scale,0.909
pa_50_24,vpsc,0.845
pa_50_25,gtree,0.876
pa_50_25,pfs,0.81
pa_50_25,pfsp,0.857
pa_50_25,prism,0.848
pa_50_25,rwordle,0.893
pa_50_25,scale,0.91
pa_50_25,vpsc,0.842
pa_50_26,gtree,0.876
pa_50_26,pfs,0.81
pa_50_26,pfsp,0.857
pa_50_26,prism,0.848
pa_50_26,rwordle,0.893
pa_50_26,scale,0.91
pa_50_26,vpsc,0.842
pa_50_27,gtree,0.876
pa_50_27,pfs,0.81
pa_50_27,pfsp,0.857
pa_50_27,prism,0.848
pa_50_27,rwordle,0.893
pa_50_27,scale,0.91
pa_50_27,vpsc,0.842
pa_50_28,gtree,0.876
pa_50_28,pfs,0.81
pa_50_28,pfsp,0.857
pa_50_28,prism,0.848
pa_50_28,rwordle,0.893
pa_50_28,scale,0.91
pa_50_28,vpsc,0.842
pa_50_29,gtree,0.869
pa_50_29,pfs,0.792
pa_50_29,pfsp,0.835
pa_50_29,prism,0.851
pa_50_29,rwordle,0.886
pa_50_29,scale,0.904
pa_50_29,vpsc,0.818
pa_50_2,gtree,0.871
pa_50_2,pfs,0.812
pa_50_2,pfsp,0.871
pa_50_2,prism,0.848
pa_50_2,rwordle,0.872
pa_50_2,scale,0.909
pa_50_2,vpsc,0.842
pa_50_30,gtree,0.869
pa_50_30,pfs,0.792
pa_50_30,pfsp,0.835
pa_50_30,prism,0.851
pa_50_30,rwordle,0.886
pa_50_30,scale,0.904
pa_50_30,vpsc,0.818
pa_50_3,gtree,0.871
pa_50_3,pfs,0.812
pa_50_3,pfsp,0.871
pa_50_3,prism,0.848
pa_50_3,rwordle,0.872
pa_50_3,scale,0.909
pa_50_3,vpsc,0.842
pa_50_4,gtree,0.872
pa_50_4,pfs,0.786
pa_50_4,pfsp,0.856
pa_50_4,prism,0.869
pa_50_4,rwordle,0.889
pa_50_4,scale,0.905
pa_50_4,vpsc,0.817
pa_50_5,gtree,0.875
pa_50_5,pfs,0.797
pa_50_5,pfsp,0.869
pa_50_5,prism,0.86
pa_50_5,rwordle,0.893
pa_50_5,scale,0.907
pa_50_5,vpsc,0.836
pa_50_6,gtree,0.871
pa_50_6,pfs,0.812
pa_50_6,pfsp,0.871
pa_50_6,prism,0.848
pa_50_6,rwordle,0.872
pa_50_6,scale,0.909
pa_50_6,vpsc,0.842
pa_50_7,gtree,0.872
pa_50_7,pfs,0.786
pa_50_7,pfsp,0.856
pa_50_7,prism,0.869
pa_50_7,rwordle,0.889
pa_50_7,scale,0.905
pa_50_7,vpsc,0.817
pa_50_8,gtree,0.87
pa_50_8,pfs,0.796
pa_50_8,pfsp,0.873
pa_50_8,prism,0.852
pa_50_8,rwordle,0.891
pa_50_8,scale,0.909
pa_50_8,vpsc,0.813
pa_50_9,gtree,0.87
pa_50_9,pfs,0.796
pa_50_9,pfsp,0.873
pa_50_9,prism,0.852
pa_50_9,rwordle,0.891
pa_50_9,scale,0.909
pa_50_9,vpsc,0.813
random_1000_10,gtree,0.843
random_1000_10,pfs,0.776
random_1000_10,pfsp,0.842
random_1000_10,prism,0.829
random_1000_10,rwordle,0.847
random_1000_10,scale,0.905
random_1000_10,vpsc,0.699
random_1000_11,gtree,0.83
random_1000_11,pfs,0.762
random_1000_11,pfsp,0.801
random_1000_11,prism,0.791
random_1000_11,rwordle,0.858
random_1000_11,scale,0.906
random_1000_11,vpsc,0.717
random_1000_12,gtree,0.843
random_1000_12,pfs,0.774
random_1000_12,pfsp,0.838
random_1000_12,prism,0.814
random_1000_12,rwordle,0.849
random_1000_12,scale,0.906
random_1000_12,vpsc,0.71
random_1000_13,gtree,0.826
random_1000_13,pfs,0.756
random_1000_13,pfsp,0.806
random_1000_13,prism,0.793
random_1000_13,rwordle,0.851
random_1000_13,scale,0.905
random_1000_13,vpsc,0.716
random_1000_14,gtree,0.855
random_1000_14,pfs,0.779
random_1000_14,pfsp,0.831
random_1000_14,prism,0.829
random_1000_14,rwordle,0.845
random_1000_14,scale,0.908
random_1000_14,vpsc,0.705
random_1000_15,gtree,0.819
random_1000_15,pfs,0.769
random_1000_15,pfsp,0.815
random_1000_15,prism,0.8
random_1000_15,rwordle,0.844
random_1000_15,scale,0.907
random_1000_15,vpsc,0.708
random_1000_16,gtree,0.829
random_1000_16,pfs,0.78
random_1000_16,pfsp,0.842
random_1000_16,prism,0.814
random_1000_16,rwordle,0.846
random_1000_16,scale,0.907
random_1000_16,vpsc,0.701
random_1000_17,gtree,0.821
random_1000_17,pfs,0.757
random_1000_17,pfsp,0.805
random_1000_17,prism,0.778
random_1000_17,rwordle,0.832
random_1000_17,scale,0.905
random_1000_17,vpsc,0.723
random_1000_18,gtree,0.786
random_1000_18,pfs,0.752
random_1000_18,pfsp,0.792
random_1000_18,prism,0.775
random_1000_18,rwordle,0.836
random_1000_18,scale,0.905
random_1000_18,vpsc,0.719
random_1000_19,gtree,0.845
random_1000_19,pfs,0.777
random_1000_19,pfsp,0.838
random_1000_19,prism,0.839
random_1000_19,rwordle,0.835
random_1000_19,scale,0.908
random_1000_19,vpsc,0.707
random_1000_1,gtree,0.823
random_1000_1,pfs,0.777
random_1000_1,pfsp,0.83
random_1000_1,prism,0.819
random_1000_1,rwordle,0.842
random_1000_1,scale,0.908
random_1000_1,vpsc,0.705
random_1000_20,gtree,0.859
random_1000_20,pfs,0.773
random_1000_20,pfsp,0.832
random_1000_20,prism,0.813
random_1000_20,rwordle,0.847
random_1000_20,scale,0.906
random_1000_20,vpsc,0.708
random_1000_21,gtree,0.832
random_1000_21,pfs,0.768
random_1000_21,pfsp,0.818
random_1000_21,prism,0.814
random_1000_21,rwordle,0.844
random_1000_21,scale,0.907
random_1000_21,vpsc,0.705
random_1000_22,gtree,0.828
random_1000_22,pfs,0.755
random_1000_22,pfsp,0.808
random_1000_22,prism,0.78
random_1000_22,rwordle,0.854
random_1000_22,scale,0.906
random_1000_22,vpsc,0.72
random_1000_23,gtree,0.846
random_1000_23,pfs,0.772
random_1000_23,pfsp,0.83
random_1000_23,prism,0.815
random_1000_23,rwordle,0.847
random_1000_23,scale,0.906
random_1000_23,vpsc,0.708
random_1000_24,gtree,0.856
random_1000_24,pfs,0.778
random_1000_24,pfsp,0.835
random_1000_24,prism,0.828
random_1000_24,rwordle,0.849
random_1000_24,scale,0.906
random_1000_24,vpsc,0.705
random_1000_25,gtree,0.816
random_1000_25,pfs,0.761
random_1000_25,pfsp,0.814
random_1000_25,prism,0.794
random_1000_25,rwordle,0.843
random_1000_25,scale,0.906
random_1000_25,vpsc,0.721
random_1000_26,gtree,0.823
random_1000_26,pfs,0.757
random_1000_26,pfsp,0.809
random_1000_26,prism,0.781
random_1000_26,rwordle,0.838
random_1000_26,scale,0.905
random_1000_26,vpsc,0.724
random_1000_27,gtree,0.853
random_1000_27,pfs,0.773
random_1000_27,pfsp,0.829
random_1000_27,prism,0.817
random_1000_27,rwordle,0.851
random_1000_27,scale,0.906
random_1000_27,vpsc,0.702
random_1000_28,gtree,0.855
random_1000_28,pfs,0.778
random_1000_28,pfsp,0.851
random_1000_28,prism,0.818
random_1000_28,rwordle,0.842
random_1000_28,scale,0.907
random_1000_28,vpsc,0.709
random_1000_29,gtree,0.848
random_1000_29,pfs,0.778
random_1000_29,pfsp,0.839
random_1000_29,prism,0.825
random_1000_29,rwordle,0.846
random_1000_29,scale,0.907
random_1000_29,vpsc,0.704
random_1000_2,gtree,0.86
random_1000_2,pfs,0.777
random_1000_2,pfsp,0.837
random_1000_2,prism,0.818
random_1000_2,rwordle,0.85
random_1000_2,scale,0.907
random_1000_2,vpsc,0.706
random_1000_30,gtree,0.802
random_1000_30,pfs,0.754
random_1000_30,pfsp,0.801
random_1000_30,prism,0.794
random_1000_30,rwordle,0.845
random_1000_30,scale,0.905
random_1000_30,vpsc,0.71
random_1000_3,gtree,0.844
random_1000_3,pfs,0.772
random_1000_3,pfsp,0.828
random_1000_3,prism,0.807
random_1000_3,rwordle,0.836
random_1000_3,scale,0.907
random_1000_3,vpsc,0.702
random_1000_4,gtree,0.802
random_1000_4,pfs,0.752
random_1000_4,pfsp,0.797
random_1000_4,prism,0.783
random_1000_4,rwordle,0.837
random_1000_4,scale,0.904
random_1000_4,vpsc,0.711
random_1000_5,gtree,0.844
random_1000_5,pfs,0.767
random_1000_5,pfsp,0.825
random_1000_5,prism,0.812
random_1000_5,rwordle,0.849
random_1000_5,scale,0.906
random_1000_5,vpsc,0.7
random_1000_6,gtree,0.84
random_1000_6,pfs,0.759
random_1000_6,pfsp,0.803
random_1000_6,prism,0.782
random_1000_6,rwordle,0.845
random_1000_6,scale,0.906
random_1000_6,vpsc,0.727
random_1000_7,gtree,0.815
random_1000_7,pfs,0.751
random_1000_7,pfsp,0.801
random_1000_7,prism,0.775
random_1000_7,rwordle,0.829
random_1000_7,scale,0.904
random_1000_7,vpsc,0.726
random_1000_8,gtree,0.851
random_1000_8,pfs,0.76
random_1000_8,pfsp,0.796
random_1000_8,prism,0.795
random_1000_8,rwordle,0.84
random_1000_8,scale,0.905
random_1000_8,vpsc,0.719
random_1000_9,gtree,0.841
random_1000_9,pfs,0.771
random_1000_9,pfsp,0.844
random_1000_9,prism,0.819
random_1000_9,rwordle,0.848
random_1000_9,scale,0.907
random_1000_9,vpsc,0.712
random_100_10,gtree,0.851
random_100_10,pfs,0.784
random_100_10,pfsp,0.84
random_100_10,prism,0.826
random_100_10,rwordle,0.887
random_100_10,scale,0.908
random_100_10,vpsc,0.791
random_100_11,gtree,0.863
random_100_11,pfs,0.786
random_100_11,pfsp,0.865
random_100_11,prism,0.832
random_100_11,rwordle,0.871
random_100_11,scale,0.908
random_100_11,vpsc,0.776
random_100_12,gtree,0.868
random_100_12,pfs,0.78
random_100_12,pfsp,0.842
random_100_12,prism,0.844
random_100_12,rwordle,0.878
random_100_12,scale,0.907
random_100_12,vpsc,0.783
random_100_13,gtree,0.851
random_100_13,pfs,0.784
random_100_13,pfsp,0.84
random_100_13,prism,0.826
random_100_13,rwordle,0.887
random_100_13,scale,0.908
random_100_13,vpsc,0.791
random_100_14,gtree,0.864
random_100_14,pfs,0.778
random_100_14,pfsp,0.854
random_100_14,prism,0.84
random_100_14,rwordle,0.884
random_100_14,scale,0.908
random_100_14,vpsc,0.791
random_100_15,gtree,0.852
random_100_15,pfs,0.802
random_100_15,pfsp,0.868
random_100_15,prism,0.842
random_100_15,rwordle,0.878
random_100_15,scale,0.909
random_100_15,vpsc,0.778
random_100_16,gtree,0.849
random_100_16,pfs,0.8
random_100_16,pfsp,0.866
random_100_16,prism,0.841
random_100_16,rwordle,0.869
random_100_16,scale,0.908
random_100_16,vpsc,0.787
random_100_17,gtree,0.872
random_100_17,pfs,0.783
random_100_17,pfsp,0.862
random_100_17,prism,0.84
random_100_17,rwordle,0.882
random_100_17,scale,0.909
random_100_17,vpsc,0.797
random_100_18,gtree,0.864
random_100_18,pfs,0.792
random_100_18,pfsp,0.863
random_100_18,prism,0.825
random_100_18,rwordle,0.881
random_100_18,scale,0.908
random_100_18,vpsc,0.782
random_100_19,gtree,0.872
random_100_19,pfs,0.783
random_100_19,pfsp,0.862
random_100_19,prism,0.84
random_100_19,rwordle,0.882
random_100_19,scale,0.909
random_100_19,vpsc,0.797
random_100_1,gtree,0.875
random_100_1,pfs,0.793
random_100_1,pfsp,0.848
random_100_1,prism,0.839
random_100_1,rwordle,0.866
random_100_1,scale,0.909
random_100_1,vpsc,0.781
random_100_20,gtree,0.863
random_100_20,pfs,0.774
random_100_20,pfsp,0.847
random_100_20,prism,0.831
random_100_20,rwordle,0.875
random_100_20,scale,0.906
random_100_20,vpsc,0.793
random_100_21,gtree,0.866
random_100_21,pfs,0.795
random_100_21,pfsp,0.868
random_100_21,prism,0.856
random_100_21,rwordle,0.861
random_100_21,scale,0.91
random_100_21,vpsc,0.795
random_100_22,gtree,0.854
random_100_22,pfs,0.792
random_100_22,pfsp,0.869
random_100_22,prism,0.866
random_100_22,rwordle,0.847
random_100_22,scale,0.907
random_100_22,vpsc,0.778
random_100_23,gtree,0.863
random_100_23,pfs,0.782
random_100_23,pfsp,0.847
random_100_23,prism,0.835
random_100_23,rwordle,0.872
random_100_23,scale,0.908
random_100_23,vpsc,0.781
random_100_24,gtree,0.853
random_100_24,pfs,0.783
random_100_24,pfsp,0.853
random_100_24,prism,0.846
random_100_24,rwordle,0.864
random_100_24,scale,0.91
random_100_24,vpsc,0.783
random_100_25,gtree,0.848
random_100_25,pfs,0.78
random_100_25,pfsp,0.862
random_100_25,prism,0.832
random_100_25,rwordle,0.873
random_100_25,scale,0.905
random_100_25,vpsc,0.778
random_100_26,gtree,0.848
random_100_26,pfs,0.768
random_100_26,pfsp,0.841
random_100_26,prism,0.835
random_100_26,rwordle,0.873
random_100_26,scale,0.904
random_100_26,vpsc,0.791
random_100_27,gtree,0.843
random_100_27,pfs,0.789
random_100_27,pfsp,0.843
random_100_27,prism,0.827
random_100_27,rwordle,0.866
random_100_27,scale,0.908
random_100_27,vpsc,0.775
random_100_28,gtree,0.861
random_100_28,pfs,0.787
random_100_28,pfsp,0.867
random_100_28,prism,0.831
random_100_28,rwordle,0.852
random_100_28,scale,0.909
random_100_28,vpsc,0.77
random_100_29,gtree,0.869
random_100_29,pfs,0.789
random_100_29,pfsp,0.838
random_100_29,prism,0.823
random_100_29,rwordle,0.879
random_100_29,scale,0.909
random_100_29,vpsc,0.801
random_100_2,gtree,0.873
random_100_2,pfs,0.79
random_100_2,pfsp,0.85
random_100_2,prism,0.826
random_100_2,rwordle,0.882
random_100_2,scale,0.909
random_100_2,vpsc,0.788
random_100_30,gtree,0.872
random_100_30,pfs,0.792
random_100_30,pfsp,0.86
random_100_30,prism,0.844
random_100_30,rwordle,0.871
random_100_30,scale,0.906
random_100_30,vpsc,0.786
