type;n;m;iteration;algorithm;oo_nni;sp_ch_a;gs_bb_iar;nm_dm_imse;eb_rsdd
random;1000;4000;28;pfs;0;93.91637921582225;1.7210302575643912;42372.47626885622;0.343586
random;1000;4000;28;pfsp;0;47.293716269723106;1.065640130169061;24044.992418438476;0.402724
random;1000;4000;28;prism;0.025358358358358358;21.7062960789109;1.263925768142161;16215.767970511333;0.683077
random;1000;4000;28;rwordle;0.21097297297297296;7.740487978206154;1.1168108547766933;18887.14482727011;1.569169
random;1000;4000;28;scale;0;32729.29864957744;1.046055659578029;1.587580949021179e-19;0
random;1000;4000;28;vpsc;0.042372372372372374;5.8830457901605335;3.995991253644315;6636.239888936592;0.831873
random;1000;4000;29;gtree;0.051316316316316314;47.69202026013586;1.0540565495732108;32509.030969341657;0.89048
random;1000;4000;29;pfs;0;90.61524323399193;1.7157984475254633;53114.8271422196;0.342146
random;1000;4000;29;pfsp;0;47.28688627694963;1.1354461778667573;27640.198703610775;0.408497
random;1000;4000;29;prism;0.027778778778778778;22.025472507262688;1.2107366435125633;12761.447403130933;0.669759
random;1000;4000;29;rwordle;0.21932932932932933;7.680091992386384;1.0974809245960502;19828.7209650983;1.471498
random;1000;4000;29;scale;0;33048.25287110617;1.0490254208979155;1.564111055716192e-19;0
random;1000;4000;29;vpsc;0.030886886886886886;6.391313898855457;4.235491071428571;5075.091271014174;0.93563
random;1000;4000;2;gtree;0.03144744744744745;50.63490343863432;1.0114062320340347;30941.688091013097;0.542614
random;1000;4000;2;pfs;0;103.40376045035542;1.7716003810431056;39806.05539619373;0.239683
random;1000;4000;2;pfsp;0;52.12673141587233;1.1743270938652821;25590.501890709096;0.226507
random;1000;4000;2;prism;0.018377377377377376;23.467082514083835;1.2944699579027936;12313.077012917738;0.435278
random;1000;4000;2;rwordle;0.21776276276276277;8.583930337329623;1.0827296988181472;21261.70616907741;1.264991
random;1000;4000;2;scale;0;329.01847256685966;1.050437779433681;0;0
random;1000;4000;2;vpsc;0.03119319319319319;6.466954849225621;4.033957845433255;13039.294698096604;0.935114
random;1000;4000;30;gtree;0.03411611611611612;44.16578420368745;1.3809389267653502;50983.57515506292;0.74058
random;1000;4000;30;pfs;0;92.35127694876975;2.1112434813882395;60480.68315811778;0.413305
random;1000;4000;30;pfsp;0;44.65611437326718;1.4108133812452615;41157.09390550839;0.530611
random;1000;4000;30;prism;0.02507007007007007;20.620439999295364;1.450147285820588;23916.37490388928;0.839002
random;1000;4000;30;rwordle;0.21086286286286288;7.448495868443395;1.089755125083801;24667.308938371727;1.922786
random;1000;4000;30;scale;0;32624.28099812999;1.0599141495786184;1.6418103474973357e-19;0
random;1000;4000;30;vpsc;0.03652052052052052;5.565046927090414;3.7429516185172296;20861.399583168644;1.013229
random;1000;4000;3;gtree;0.036427427427427425;57.87736344365307;1.0714253475356563;24763.627872912602;0.876405
random;1000;4000;3;pfs;0;105.93110988729228;1.761652053530226;36342.98834706643;0.472904
random;1000;4000;3;pfsp;0;54.350710319325096;1.1787240258554577;25315.708447590827;0.610204
random;1000;4000;3;prism;0.03352152152152152;23.930422168764228;1.3248730964467006;11756.217588276273;0.965502
random;1000;4000;3;rwordle;0.2117087087087087;8.484126036213528;1.1484743239890847;18580.338012887492;1.708504
random;1000;4000;3;scale;0;32899.835227372976;1.0487564659228827;1.5905529427876347e-19;0
random;1000;4000;3;vpsc;0.04197197197197197;6.289818700816174;4.083949096880131;4807.989736784524;1.301451
random;1000;4000;4;gtree;0.0335995995995996;38.87567573785322;1.387421256289592;41769.74553002056;0.718767
random;1000;4000;4;pfs;0;92.12842815239478;2.1781411427182866;61081.00662409418;0.338863
random;1000;4000;4;pfsp;0;45.91251411645393;1.4756476683937825;43781.30701741194;0.405616
random;1000;4000;4;prism;0.020526526526526527;21.1111708789289;1.597663871409559;25027.09599936054;0.673942
random;1000;4000;4;rwordle;0.21114614614614616;7.497782492182584;1.1421012016315732;25367.138470926784;1.751351
random;1000;4000;4;scale;0;32557.309527755966;1.0654362156474375;1.6509643582897692e-19;0
random;1000;4000;4;vpsc;0.04205505505505505;5.204477462373008;3.7336309523809526;18212.051567388164;1.042943
random;1000;4000;5;gtree;0.03303903903903904;46.28278348273792;1.0680893252978665;25508.87100866084;0.896782
random;1000;4000;5;pfs;0;103.15379665212588;1.8348358929497148;29033.707837902122;0.474098
random;1000;4000;5;pfsp;0;53.24600745079121;1.2045717592592593;21090.880333215537;0.616138
random;1000;4000;5;prism;0.03327227227227227;22.65974580546831;1.2791305626872058;11229.349069101028;0.970955
random;1000;4000;5;rwordle;0.21322022022022022;8.58190199532764;1.0816473774202156;19906.51412334216;1.336207
random;1000;4000;5;scale;0;32714.654876965807;1.0543015913271547;1.6097149125496688e-19;0
random;1000;4000;5;vpsc;0.03558558558558558;6.393811773758721;4.406289842753931;5505.343475181361;1.073218
random;1000;4000;6;gtree;0.03474274274274274;35.43035399634135;1.112215320910973;40697.235273198574;0.64527
random;1000;4000;6;pfs;0;78.52222096587144;2.082180114967;67156.20452999853;0.251455
random;1000;4000;6;pfsp;0;40.19963628402009;1.4480860645484113;46524.44533154994;0.260011
random;1000;4000;6;prism;0.01927927927927928;17.790538960053645;1.6690962099125364;20470.29531506832;0.434708
random;1000;4000;6;rwordle;0.21062962962962964;6.2669756268189465;1.1147869674185464;22926.151940642187;1.296394
random;1000;4000;6;scale;0;335.95720098457826;1.055955497382199;0;0
random;1000;4000;6;vpsc;0.04468368368368368;4.906712614888335;2.975;15816.517780177717;0.927091
random;1000;4000;7;gtree;0.03391491491491491;41.097807569947;1.285092310135991;55882.849424075044;0.662789
random;1000;4000;7;pfs;0;95.22924347393223;2.2581317217660977;38871.37928976384;0.240305
random;1000;4000;7;pfsp;0;43.99475410777152;1.4834186299245018;33294.51119350061;0.216263
random;1000;4000;7;prism;0.018454454454454455;21.19244738791003;1.7695746876074745;22281.498562641507;0.430798
random;1000;4000;7;rwordle;0.20862262262262263;7.590674519434062;1.2117437722419928;23220.733218614434;1.297052
random;1000;4000;7;scale;0;328.9271108972817;1.0665119572057897;0;0
random;1000;4000;7;vpsc;0.033315315315315314;5.954229753294726;2.938179148311307;19334.259519812058;0.879673
random;1000;4000;8;gtree;0.040493493493493495;39.06365285123028;1.0439352692075015;50903.40046022484;0.736615
random;1000;4000;8;pfs;0;90.19611036270852;2.00952023988006;51608.92065630179;0.343686
random;1000;4000;8;pfsp;0;47.17828673375275;1.484343691120615;46296.844378954585;0.408137
random;1000;4000;8;prism;0.019102102102102104;19.55411016107479;1.4605049706750968;23160.828142256305;0.683871
random;1000;4000;8;rwordle;0.21655655655655656;7.19376315451904;1.114182908545727;23773.092563650196;2.21391
random;1000;4000;8;scale;0;32723.64569015973;1.0609287853962894;1.6371238730188553e-19;0
random;1000;4000;8;vpsc;0.033465465465465465;5.556731273971447;3.2954545454545454;11401.492806221233;0.898679
random;1000;4000;9;gtree;0.041555555555555554;38.87762483896572;1.0770798783858486;54674.57746132345;1.086274
random;1000;4000;9;pfs;0;90.96872315862781;1.7919205321762206;69862.75420357582;0.41553
random;1000;4000;9;pfsp;0;45.03239624693335;1.0890995825879546;52577.17961853092;0.533538
random;1000;4000;9;prism;0.02585185185185185;20.878634003222096;1.2342759309459266;28488.124251361583;0.84563
random;1000;4000;9;rwordle;0.21576576576576575;7.567541694656825;1.0945719431516254;25866.37597463528;1.328122
random;1000;4000;9;scale;0;32887.83743341488;1.047447284336901;1.642550839581694e-19;0
random;1000;4000;9;vpsc;0.033845845845845844;5.921323072283875;3.63681592039801;26278.0899103111;0.918213
random;100;400;10;gtree;0.0298989898989899;5.0024863891236215;1.1231292517006803;1033.9035750531527;0.33729
random;100;400;10;pfs;0;14.987155350989473;1.660933660933661;7150.719942578161;0.357407
random;100;400;10;pfsp;0;4.728321539974552;1.2142857142857142;969.1518285280368;0.204875
random;100;400;10;prism;0.024343434343434344;3.651329848530065;1.329205069124424;651.9925568862456;0.328638
random;100;400;10;rwordle;0.10444444444444445;1.651956988995404;1.0062160062160062;803.4704302134198;0.658474
random;100;400;10;scale;0;20.310123607001625;1.0535117056856187;5.0810215360923275e-27;0
random;100;400;10;vpsc;0.030606060606060605;2.085618962352952;1.794871794871795;1254.9432965060773;0.458822
random;100;400;11;gtree;0.028484848484848484;5.667521802806133;1.0470788428814521;458.6670611264317;0.350838
random;100;400;11;pfs;0;16.58525430767802;1.6202265137215044;4557.550992636331;0.387614
random;100;400;11;pfsp;0;4.854429228014882;1.052431570555408;348.40742375788165;0.235368
random;100;400;11;prism;0.026060606060606062;4.202552720993722;1.2619482585891921;381.35299293335754;0.348225
random;100;400;11;rwordle;0.10585858585858586;1.9378960336595963;1.060220318237454;695.2099848489172;0.777837
random;100;400;11;scale;0;19.722374931280925;1.0570936384889873;0;0
random;100;400;11;vpsc;0.031212121212121212;2.219296053045135;2.0144905507422606;334.52920496141303;0.516098
random;100;400;12;gtree;0.025050505050505052;5.267536454026505;1.0269653052261747;273.5634740174237;0.32657
random;100;400;12;pfs;0;16.114556921139638;1.7209088984545904;3498.1094581641123;0.347723
random;100;400;12;pfsp;0;4.633339412296582;1.1951351351351351;246.1354796160352;0.238335
random;100;400;12;prism;0.026060606060606062;4.017709007395332;1.1772972972972973;235.5444290495135;0.348641
random;100;400;12;rwordle;0.0998989898989899;1.7932666118969898;1.0366986447388458;574.4318771115999;0.672784
random;100;400;12;scale;0;35.071189279731996;1.0569960776146343;1.4889957442662563e-19;0
random;100;400;12;vpsc;0.03171717171717172;2.1061239379228764;1.937897493453049;192.80239993891607;0.444067
random;100;400;13;gtree;0.0298989898989899;5.0024863891236215;1.1231292517006803;1033.9035750531527;0.33729
random;100;400;13;pfs;0;14.987155350989473;1.660933660933661;7150.719942578161;0.357407
random;100;400;13;pfsp;0;4.728321539974552;1.2142857142857142;969.1518285280368;0.204875
random;100;400;13;prism;0.024343434343434344;3.651329848530065;1.329205069124424;651.9925568862456;0.328638
random;100;400;13;rwordle;0.10444444444444445;1.651956988995404;1.0062160062160062;803.4704302134198;0.658474
random;100;400;13;scale;0;20.310123607001625;1.0535117056856187;5.0810215360923275e-27;0
random;100;400;13;vpsc;0.030606060606060605;2.085618962352952;1.794871794871795;1254.9432965060773;0.458822
random;100;400;14;gtree;0.03474747474747475;4.42331705328734;1.0509903076274758;1379.7495400988587;0.383658
random;100;400;14;pfs;0;13.005433351376446;1.7482864137086904;7256.9067381944615;0.370784
random;100;400;14;pfsp;0;3.959864976649022;1.1175279931093884;972.1898799757137;0.29187
random;100;400;14;prism;0.024343434343434344;3.6541181797494677;1.2168447517284726;1008.386269613002;0.340419
random;100;400;14;rwordle;0.10767676767676768;1.60062168353131;1.0198358413132695;736.0497184849281;0.72247
random;100;400;14;scale;0;34.905746123502574;1.0487673023975057;1.3778075134396997e-19;0
random;100;400;14;vpsc;0.034444444444444444;1.8909588972310176;1.8181818181818181;696.2436858876563;0.494557
random;100;400;15;gtree;0.02727272727272727;5.426091246456335;1.1109937788388697;514.5136289336041;0.359433
random;100;400;15;pfs;0;15.462863381100995;1.4555251453985631;3791.979509288831;0.328336
random;100;400;15;pfsp;0;5.034634747731615;1.0367477142570078;418.5812142208827;0.251287
random;100;400;15;prism;0.022222222222222223;4.065808939704489;1.192805876415835;366.3176980570536;0.36055
random;100;400;15;rwordle;0.10020202020202021;1.8614997649890859;1.0326654712715366;569.063238273233;0.723628
random;100;400;15;scale;0;19.972321719309672;1.0505845860176568;0;0
random;100;400;15;vpsc;0.03525252525252525;2.1455764522279246;2.0267031838411502;274.9840277891717;0.440167
random;100;400;16;gtree;0.034545454545454546;5.419408538802295;1.1360380758744975;843.161914517479;0.305459
random;100;400;16;pfs;0;15.438227929348557;1.473228204328777;4267.233324151673;0.367826
random;100;400;16;pfsp;0;4.620424061413939;1.0558786974894356;368.24291497507505;0.200449
random;100;400;16;prism;0.031818181818181815;3.9845690511092564;1.207776360308392;446.8768640013681;0.338026
random;100;400;16;rwordle;0.09454545454545454;1.796962382477974;1.0832820433912909;590.7757429030044;0.730867
random;100;400;16;scale;0;19.99500748876685;1.0534171249018067;0;0
random;100;400;16;vpsc;0.025252525252525252;1.9512305138009407;1.877301802674937;286.52498542070094;0.46411
random;100;400;17;gtree;0.03888888888888889;5.618110739728135;1.0102311025517574;1238.5696187694775;0.3327
random;100;400;17;pfs;0;16.522267275114;1.671448449509674;5458.474302034893;0.369274
random;100;400;17;pfsp;0;4.648909453448048;1.074478551751279;605.833666987652;0.220912
random;100;400;17;prism;0.021111111111111112;4.0460228068208375;1.211078717201166;511.4509558921022;0.329805
random;100;400;17;rwordle;0.1101010101010101;1.83823896672923;1.0191495353421571;636.0097751147566;0.672055
random;100;400;17;scale;0;19.886488869296894;1.0493186242699546;0;0
random;100;400;17;vpsc;0.0297979797979798;1.941237021594147;1.7308038122639813;244.98347383616317;0.470074
random;100;400;18;gtree;0.031313131313131314;5.734343158728992;1.0424453388447732;966.8001933308267;0.360467
random;100;400;18;pfs;0;16.792658254581532;1.557750251088048;3664.49598256179;0.341325
random;100;400;18;pfsp;0;5.165361061234406;1.0626089090685973;575.1389881471688;0.243161
random;100;400;18;prism;0.026464646464646465;4.55230346064707;1.307255172413793;557.579264247978;0.353754
random;100;400;18;rwordle;0.11535353535353535;1.9158520038021087;1.0114761476147616;687.5290506288153;0.802855
random;100;400;18;scale;0;19.821452101726184;1.0559079163730327;0;0
random;100;400;18;vpsc;0.029191919191919193;2.1196389587136952;1.9223484848484849;273.6103664282619;0.514732
random;100;400;19;gtree;0.03888888888888889;5.618110739728135;1.0102311025517574;1238.5696187694775;0.3327
random;100;400;19;pfs;0;16.522267275114;1.671448449509674;5458.474302034893;0.369274
random;100;400;19;pfsp;0;4.648909453448048;1.074478551751279;605.833666987652;0.220912
random;100;400;19;prism;0.021111111111111112;4.0460228068208375;1.211078717201166;511.4509558921022;0.329805
random;100;400;19;rwordle;0.1101010101010101;1.83823896672923;1.0191495353421571;636.0097751147566;0.672055
random;100;400;19;scale;0;19.886488869296894;1.0493186242699546;0;0
random;100;400;19;vpsc;0.0297979797979798;1.941237021594147;1.7308038122639813;244.98347383616317;0.470074
random;100;400;1;gtree;0.02090909090909091;4.982295529776481;1.0020155485171323;466.8993071563581;0.28121
random;100;400;1;pfs;0;15.536747810046409;1.543793320730939;8928.604443595703;0.362941
random;100;400;1;pfsp;0;4.550986030652788;1.1516760703617657;715.5514060090924;0.248822
random;100;400;1;prism;0.025454545454545455;3.8585914895816256;1.218816821097648;472.83924186567884;0.323087
random;100;400;1;rwordle;0.10131313131313131;1.5720488485784583;1.125268817204301;782.3683174690539;0.685191
random;100;400;1;scale;0;20.231015232698404;1.046896551724138;0;0
random;100;400;1;vpsc;0.03414141414141414;1.8936391368824097;2;327.2689542665269;0.499253
random;100;400;20;gtree;0.03676767676767677;5.4113683475394;1.0567903474553206;743.9222649180881;0.33279
random;100;400;20;pfs;0;16.201398654106992;1.8033452719418086;3408.9664115014275;0.348769
random;100;400;20;pfsp;0;4.778572750655628;1.161922089041096;339.9587771453018;0.221125
random;100;400;20;prism;0.025050505050505052;3.971886187157563;1.2720156555772995;506.5970202816028;0.348844
random;100;400;20;rwordle;0.09272727272727273;1.827806384731505;1.0565466709143039;673.1409557404262;0.616872
random;100;400;20;scale;0;34.90043141624524;1.0584742776603242;1.4333895563698373e-19;0
random;100;400;20;vpsc;0.025656565656565655;2.084585939011448;1.7751589973812196;675.76694292449;0.434239
random;100;400;21;gtree;0.021919191919191918;5.269775158187295;1.0418792517006803;2561.1905673281035;0.282316
random;100;400;21;pfs;0;14.037184510380698;1.5291487197894233;13942.527477766735;0.350712
random;100;400;21;pfsp;0;3.7556923275964027;1.0502592165898617;1482.8153386800059;0.243655
random;100;400;21;prism;0.025656565656565655;3.558617061551877;1.1210801393728222;1747.992217833895;0.305891
random;100;400;21;rwordle;0.10525252525252525;1.5091388795502712;1.1557739557739557;1178.2724049178366;0.753045
random;100;400;21;scale;0;20.279536575508555;1.0434302539565699;0;0
random;100;400;21;vpsc;0.030505050505050504;1.9784390174541393;1.7333486185945202;516.7965995991453;0.529443
random;100;400;22;gtree;0.027878787878787878;6.4093552180075415;1.0999384615384615;1134.261712678271;0.305055
random;100;400;22;pfs;0;19.945474560474068;1.5601520374790065;6365.586792302674;0.331885
random;100;400;22;pfsp;0;5.380527534724329;1.0310676977343645;594.9880427133846;0.211299
random;100;400;22;prism;0.03080808080808081;4.833426734983488;1.0459533607681757;502.7531326305868;0.326508
random;100;400;22;rwordle;0.11161616161616161;2.0120746148428466;1.2134831460674158;766.0369961994145;0.675111
random;100;400;22;scale;0;19.55471113406626;1.0618487394957983;0;0
random;100;400;22;vpsc;0.028686868686868688;2.450133431593467;1.9636363636363636;257.37071585641155;0.476519
random;100;400;23;gtree;0.03262626262626263;5.59433610477759;1.0527866024278891;619.1145519047402;0.351238
random;100;400;23;pfs;0;16.727592717921496;1.6675335570469798;4680.820036894596;0.412568
random;100;400;23;pfsp;0;4.947267851408085;1.1531984447361252;538.2909578972985;0.279923
random;100;400;23;prism;0.018383838383838384;4.177839096749803;1.2340537969666543;308.3587084456776;0.369657
random;100;400;23;rwordle;0.10636363636363637;1.9295752507111539;1.060948164545287;643.3323668843052;0.699865
random;100;400;23;scale;0;19.525474525474525;1.055823010764321;0;0
random;100;400;23;vpsc;0.03111111111111111;2.51164775236139;1.9056754596322942;337.7354802097465;0.479149
random;100;400;24;gtree;0.03232323232323232;5.651576088009509;1.1072762853584772;1019.2008556760004;0.358411
random;100;400;24;pfs;0;16.88443665494135;1.6645192078262945;5866.055554090393;0.364759
random;100;400;24;pfsp;0;4.493680479511736;1.119533527696793;614.8425183563199;0.274892
random;100;400;24;prism;0.02212121212121212;3.8259761342418703;1.1736246586031993;440.97684502777;0.334598
random;100;400;24;rwordle;0.11242424242424243;1.7507514047640043;1.1155188106796117;667.0788896818208;0.765096
random;100;400;24;scale;0;20.198049969530775;1.046195652173913;0;0
random;100;400;24;vpsc;0.03090909090909091;1.9482707367714767;1.955078125;236.7684817647388;0.454184
random;100;400;25;gtree;0.03414141414141414;5.56635043978035;1.1377219043877527;722.0439858631573;0.328094
random;100;400;25;pfs;0;17.624476961231167;1.7051279692358645;6331.128721410596;0.387397
random;100;400;25;pfsp;0;5.0377017723768756;1.064641223823915;440.7470503792587;0.265152
random;100;400;25;prism;0.021919191919191918;4.104064790521728;1.2622178119573306;370.21676589353757;0.357619
random;100;400;25;rwordle;0.10444444444444445;1.8497469285322843;1.0627088903743316;603.9264503534843;0.670385
random;100;400;25;scale;0;34.94692191443213;1.0645660362853628;1.6668364861677218e-19;0
random;100;400;25;vpsc;0.0301010101010101;2.300123918017696;1.96826171875;343.7063116778835;0.487716
random;100;400;26;gtree;0.033434343434343435;5.388798115176399;1.1385366344605474;451.79800903154614;0.358597
random;100;400;26;pfs;0;18.506481314657396;1.8785132499713204;3768.871916700493;0.407975
random;100;400;26;pfsp;0;5.772826306451761;1.1785464145250795;383.35871304976854;0.311049
random;100;400;26;prism;0.036464646464646464;4.413975607934237;1.2276919391543897;457.0002727566259;0.400725
random;100;400;26;rwordle;0.10595959595959596;1.8782073428269295;1.0514285714285714;547.0422711191492;0.802242
random;100;400;26;scale;0;76.86777117849329;1.0672;0;0
random;100;400;26;vpsc;0.03171717171717172;2.1225450281369747;1.794;290.78850539459097;0.448725
random;100;400;27;gtree;0.027878787878787878;6.113195571517086;1.1633820724729815;471.15193011439067;0.352702
random;100;400;27;pfs;0;16.589771356359932;1.5957005957005956;3065.384590129858;0.334193
random;100;400;27;pfsp;0;5.201027872345633;1.1794500320396735;312.6164504118357;0.24112
random;100;400;27;prism;0.022626262626262626;4.20784063107135;1.298595210099635;253.5988568659298;0.346068
random;100;400;27;rwordle;0.10444444444444445;1.96818324501256;1.08754436369782;600.1452852929747;0.719574
random;100;400;27;scale;0;19.93549928332537;1.0521492190525366;0;0
random;100;400;27;vpsc;0.026464646464646465;2.3763397406632945;1.9995178399228544;323.8450852105287;0.537862
random;100;400;28;gtree;0.031818181818181815;5.687774704547965;1.0654842462663532;374.90105308818875;0.29795
random;100;400;28;pfs;0;18.985334498854954;1.6245068461359944;5545.935993987126;0.341409
random;100;400;28;pfsp;0;5.336767256851225;1.0497056899934598;212.18088387022507;0.170923
random;100;400;28;prism;0.023232323232323233;4.235477031967875;1.273980815347722;286.84507320396466;0.31504
random;100;400;28;rwordle;0.11;1.928536582938899;1.173098901098901;719.1190851658488;0.801559
random;100;400;28;scale;0;12.870402008298177;1.0537096774193548;0;0
random;100;400;28;vpsc;0.03;2.4650695212895033;2.085;361.1202006769073;0.528122
random;100;400;29;gtree;0.04111111111111111;5.148840439516213;1.0219093213179387;939.6882075903649;0.367136
random;100;400;29;pfs;0;12.958423313327927;1.6084905660377358;4379.333489832717;0.327386
random;100;400;29;pfsp;0;4.416244563112033;1.2269134923460305;605.5518952196618;0.242832
random;100;400;29;prism;0.02101010101010101;3.853741393451507;1.3431403901503038;585.0821384687193;0.339643
random;100;400;29;rwordle;0.09717171717171717;1.6940497697762351;1.0348228663446055;530.2967954587051;0.739536
random;100;400;29;scale;0;20.04597701149425;1.0501165501165501;0;0
random;100;400;29;vpsc;0.02101010101010101;1.9815246174055945;1.65625;375.27751167127786;0.477662
random;100;400;2;gtree;0.03434343434343434;5.136189361315395;1.001287726358149;1084.3454299275468;0.353379
random;100;400;2;pfs;0;13.674823405742098;1.6012887635924284;5011.04568660291;0.307418
random;100;400;2;pfsp;0;4.246681879807432;1.1520432692307692;555.1670795913972;0.218556
random;100;400;2;prism;0.025555555555555557;3.6812325166474715;1.3165511169803015;650.1473224369664;0.355124
random;100;400;2;rwordle;0.10252525252525252;1.6507096126614154;1.0302853389768665;774.9343749702061;0.675211
random;100;400;2;scale;0;19.98343587316611;1.0515090543259558;5.081021536092327e-27;0
random;100;400;2;vpsc;0.03212121212121212;1.9413521369810907;1.8530459867639573;527.6221776313008;0.503071
random;100;400;30;gtree;0.030505050505050504;5.959073701867721;1.0030698568181287;648.0231791430807;0.340674
random;100;400;30;pfs;0;15.601729579632636;1.5561895311337137;2973.834589542864;0.354055
random;100;400;30;pfsp;0;4.918950558294124;1.0838213150409906;200.25324131134738;0.207302
random;100;400;30;prism;0.026060606060606062;4.069876367454537;1.1798561151079137;484.20479339597307;0.341415
random;100;400;30;rwordle;0.10202020202020202;1.8668620858581968;1.0709147405610182;596.8331346255806;0.669814
random;100;400;30;scale;0;35.08456952205689;1.060580605806058;1.3446079543141036e-19;0
random;100;400;30;vpsc;0.024242424242424242;1.9899356275797357;1.8834688346883468;155.1643142782073;0.46276
random;100;400;3;gtree;0.042727272727272725;4.768213814050959;1.0066036711198;1159.372933055236;0.370886
random;100;400;3;pfs;0;15.642315666363825;1.7578125;7052.809791167204;0.403904
random;100;400;3;pfsp;0;4.593159503031147;1.0919813683261546;611.2536243431404;0.265382
random;100;400;3;prism;0.030606060606060605;3.5530405573618613;1.1587208214123372;581.5368611961052;0.365141
random;100;400;3;rwordle;0.10484848484848484;1.6027937590473953;1.04238683127572;593.4028100147657;0.729641
random;100;400;3;scale;0;20.374992827222126;1.053912559175717;0;0
random;100;400;3;vpsc;0.02616161616161616;1.8686809050885325;1.9866666666666666;322.435489249798;0.652791
random;100;400;4;gtree;0.040707070707070706;4.9593016638327345;1.1319073083778965;1400.3051759003079;0.387603
random;100;400;4;pfs;0;14.312622506566855;1.5593500827440951;3607.6217323904634;0.34677
random;100;400;4;pfsp;0;4.489377638808494;1.1266968325791855;549.8629981626055;0.252358
random;100;400;4;prism;0.02696969696969697;3.5800591389968757;1.300709939148073;510.043715481723;0.34222
random;100;400;4;rwordle;0.10292929292929293;1.621455408610771;1.0653333333333332;647.5095446545188;0.658596
random;100;400;4;scale;0;20.399570475867527;1.0506082725060828;0;0
random;100;400;4;vpsc;0.030606060606060605;1.9573694438983713;1.9710144927536233;362.38328042585243;0.499717
random;100;400;5;gtree;0.045858585858585856;4.841620917585604;1.075786769428388;1077.669686329981;0.376908
random;100;400;5;pfs;0;13.015580173230594;1.6792105263157895;8692.271918200502;0.375263
random;100;400;5;pfsp;0;4.661108438193797;1.1434163701067617;1314.771055742104;0.272553
random;100;400;5;prism;0.028888888888888888;3.7609838409410754;1.1490774907749077;1240.2864148820252;0.385648
random;100;400;5;rwordle;0.10353535353535354;1.5607037758045699;1.0313390313390314;996.1655281203476;0.912025
random;100;400;5;scale;0;35.2643794811077;1.0528156698146205;1.4778924830910837e-19;0
random;100;400;5;vpsc;0.030303030303030304;1.827263573079925;1.7647058823529411;374.6746354260825;0.497947
random;100;400;6;gtree;0.029494949494949494;4.466726675625943;1.0824921357810227;1684.897797114144;0.321916
random;100;400;6;pfs;0;11.028564896257878;1.7328725796719873;8284.669969571818;0.416666
random;100;400;6;pfsp;0;3.784636293367195;1.2071761324214492;2112.605064756321;0.235473
random;100;400;6;prism;0.024545454545454544;2.968373381468742;1.3209081243354805;1098.0779696373818;0.386154
random;100;400;6;rwordle;0.09707070707070707;1.4662900433383477;1.0897677338355305;1132.600788311509;0.706332
random;100;400;6;scale;0;36.39122509969375;1.0528084263440403;1.5779257388189992e-19;0
random;100;400;6;vpsc;0.03202020202020202;1.6190380329774585;1.4837928464977646;1422.0615167468775;0.470603
random;100;400;7;gtree;0.029595959595959596;4.944721441498101;1.0066346153846153;999.0387088379891;0.32548
random;100;400;7;pfs;0;13.694728122743772;1.6738126649076517;13086.435627391822;0.421219
random;100;400;7;pfsp;0;3.9727704402558897;1.064157196969697;778.4374290412192;0.244278
random;100;400;7;prism;0.02303030303030303;3.583539235249875;1.2071103238866396;699.782235865807;0.356825
random;100;400;7;rwordle;0.09202020202020202;1.6037852061250302;1.0402298850574712;787.3042831534935;0.877173
random;100;400;7;scale;0;13.024454198255714;1.0463733650416172;0;0
random;100;400;7;vpsc;0.025050505050505052;2.0274999699527854;1.7164750957854407;456.00190491877356;0.514661
random;100;400;8;gtree;0.03191919191919192;6.2761437004327885;1.082709942084942;767.3425076732296;0.355048
random;100;400;8;pfs;0;16.087216314071647;1.7266489287214677;4676.840409295377;0.386692
random;100;400;8;pfsp;0;4.973778863125557;1.1926308330802713;532.2694023623901;0.302163
random;100;400;8;prism;0.031212121212121212;3.9315015877339126;1.2703833540653624;489.78249235218675;0.425618
random;100;400;8;rwordle;0.1004040404040404;1.8307417492972835;1.0357438482955827;680.218786698111;0.715481
random;100;400;8;scale;0;76.23607071664324;1.0636720943290285;0;0
random;100;400;8;vpsc;0.025050505050505052;2.310642641946363;2.1467340445442633;547.2190371729047;0.506198
random;100;400;9;gtree;0.024242424242424242;6.0847065707909955;1.1714347326049455;628.1669617334916;0.326342
random;100;400;9;pfs;0;16.230699950498373;1.6373031224095054;3888.226626081352;0.343997
random;100;400;9;pfsp;0;4.938242096197794;1.1886413134528397;542.9611591476572;0.269791
random;100;400;9;prism;0.025555555555555557;4.419328351153337;1.2458917142362913;439.27341326795676;0.361248
random;100;400;9;rwordle;0.11424242424242424;1.8427489859762574;1.147073856376182;740.6828940864647;0.667109
random;100;400;9;scale;0;34.7847429075047;1.061303112960828;1.6223297929470558e-19;0
random;100;400;9;vpsc;0.028686868686868688;2.487808931384079;2.0494186046511627;452.34945202282665;0.530848
random;10;40;10;gtree;0.044444444444444446;1.1307977761962436;1.05679012345679;16.681740538837182;0.126528
random;10;40;10;pfs;0;1.0166251039068994;1.00125;0.16021988083337774;0.023915
random;10;40;10;pfsp;0;1;1;0.23086419753086437;0.027015
random;10;40;10;prism;0.03333333333333333;1.1049661700688118;1.017283950617284;9.822764535081324;0.125767
random;10;40;10;rwordle;0.022222222222222223;1.0160080596131846;1;1.5696008595394388;0.066056
